;Name;Worldwide;MovieType;Director;Duration;Year;Country
358;Lethal Weapon 4;285444603;Aksiyon;Richard Donner;127;1998;ABD
359;The Truman Show;264118201;Dram;Peter Weir;103;1998;ABD
360;You've Got Mail;250821495;Komedi;Nora Ephron;119;1998;ABD
361;Rush Hour;244386864;Aksiyon;Brett Ratner;98;1998;ABD
362;Patch Adams;202292902;Dram;Tom Shadyac;115;1998;ABD
363;The Waterboy;185991646;Komedi;Frank Coraci;90;1998;ABD
364;The Man in the Iron Mask;182968902;Aksiyon;Randall Wallace;132;1998;ABD
365;Antz;171757863;Animasyon;"Tim Johnson
                                        ,                                                                                                                     Eric Darnell";83;1998;ABD
366;Six Days Seven Nights;164839294;Aksiyon;Ivan Reitman;98;1998;ABD
367;Stepmom;159710793;Dram;Chris Columbus;125;1998;ABD
368;Meet Joe Black;142940100;Dram;Martin Brest;178;1998;ABD
369;Deep Impact;140694752;Bilim Kurgu;Mimi Leder;121;1998;ABD
370;Blade;131183530;Aksiyon;Stephen Norrington;121;1998;ABD
371;A Perfect Murder;128038368;Dram;Andrew Davis;107;1998;ABD
372;The Wedding Singer;123306987;Komedi;Frank Coraci;100;1998;ABD
373;The Siege;116672912;Aksiyon;Edward Zwick;116;1998;ABD
374;T-Rex: Back to the Cretaceous;103960367;Aile;Brett Leonard;45;1998;ABD
375;Snake Eyes;103891409;Gerilim;Brian De Palma;98;1998;Multi Nation
376;Snake Eyes;40064325;Gerilim;Brian De Palma;98;1998;Multi Nation
377;U.S. Marshals;102367405;Aksiyon;Stuart Baird;131;1998;ABD
378;Mercury Rising;93107289;Aksiyon;Harold Becker;111;1998;ABD
379;The Parent Trap;92108518;Aile;Nancy Meyers;128;1998;ABD
380;Everest;87178599;Dram;Baltasar Kormákur;121;2015;Multi Nation
381;Everest;203427584;Dram;Baltasar Kormákur;121;2015;Multi Nation
382;Elizabeth;82150642;Dram;Shekhar Kapur;124;1998;Multi Nation
383;Urban Legend;72527595;Gerilim;Jamie Blanks;100;1998;Multi Nation
384;Great Expectations;55494066;Dram;Alfonso Cuarón;111;1998;ABD
385;Great Expectations;55494066;Dram;Mike Newell;128;2012;Multi Nation
386;What Dreams May Come;55382927;Dram;Vincent Ward;113;1998;ABD
387;Halloween H20: 20 Years Later;55041738;Gerilim;Steve Miner;86;1998;ABD
388;Small Soldiers;54682547;Bilim Kurgu;Joe Dante;110;1998;ABD
389;Bride of Chucky;50688658;Komedi;Ronny Yu;89;1998;ABD
390;Mighty Joe Young;50632037;Aile;Ron Underwood;114;1998;ABD
391;Pleasantville;49805462;Dram;Gary Ross;124;1998;ABD
392;Practical Magic;46733235;Fantastik;Griffin Dunne;104;1998;ABD
393;The Big Lebowski;46142637;Komedi;"Joel Coen
                                        ,                                                                                                                     Ethan Coen";117;1998;Multi Nation
394;The Negotiator;44547681;Aksiyon;F. Gary Gray;140;1998;Multi Nation
395;Ronin;41616262;Aksiyon;John Frankenheimer;122;1998;ABD
396;The Faculty;40283321;Bilim Kurgu;Robert Rodriguez;104;1998;ABD
397;I Still Know What You Did Last Summer;40002112;Gerilim;Danny Cannon;100;1998;ABD
398;The Thin Red Line;39873111;Dram;Terrence Malick;171;1998;Multi Nation
399;Sphere;37020277;Bilim Kurgu;Barry Levinson;134;1998;ABD
400;Wild Things;30147739;Dram;John McNaughton;108;1998;ABD
401;Dark City;27200316;Bilim Kurgu;Alex Proyas;100;1998;Multi Nation
402;Fallen;25232289;Dram;Gregory Hoblit;124;1998;ABD
403;American History X;23875127;Dram;Tony Kaye;119;1998;ABD
404;The Avengers;23384939;Bilim Kurgu;Joss Whedon;145;2012;ABD
405;The Avengers;1518812988;Bilim Kurgu;Joss Whedon;145;2012;ABD
406;Rounders;22912409;Dram;John Dahl;121;1998;ABD
407;The Borrowers;22619589;Aile;Peter Hewitt;86;1997;Multi Nation
408;Vampires;20308772;Aksiyon;John Carpenter;108;1998;ABD
409;Hard Rain;19870567;Aksiyon;Mikael Salomon;97;1998;Multi Nation
410;Mr. Nice Guy;18814720;Aksiyon;Sammo Hung;101;1997;Hong Kong
411;Twilight;15055091;Dram;Catherine Hardwicke;122;2008;ABD
412;Twilight;407187715;Dram;Catherine Hardwicke;122;2008;ABD
413;Soldier;14594226;Bilim Kurgu;Paul W.S. Anderson;99;1998;ABD
414;Les Misérables;14096321;Dram;Tom Hooper;158;2012;Multi Nation
415;Les Misérables;14096321;Dram;Bille August;134;1998;ABD
416;Les Misérables;442299309;Dram;Tom Hooper;158;2012;Multi Nation
417;Les Misérables;442299309;Dram;Bille August;134;1998;ABD
418;Les Misérables;54606372;Dram;Tom Hooper;158;2012;Multi Nation
419;Les Misérables;54606372;Dram;Bille August;134;1998;ABD
420;Hush;13605304;Aksiyon;Mark Tonderai;91;2008;?ngiltere
421;Hush;13605304;Gerilim;Mike Flanagan;81;2016;ABD
422;Sliding Doors;11841544;Dram;Peter Howitt;99;1998;Multi Nation
423;The Red Violin;10019109;Dram;François Girard;131;1998;Multi Nation
424;Pi;3221152;Dram;Darren Aronofsky;84;1998;ABD
425;The Mighty;2652246;Dram;Peter Chelsom;100;1998;ABD
426;Buffalo '66;2375097;Dram;Vincent Gallo;110;1998;Multi Nation
427;Suicide Kings;1740156;Aksiyon;Peter O'Fallon;106;1997;ABD
428;The Sixth Sense;672806292;Dram;M. Night Shyamalan;107;1999;ABD
429;Toy Story 2;487059677;Animasyon;"John Lasseter
                                        ,                                                                                                                     Ash Brannon
                                        ,                                                                                                                     Lee Unkrich";92;1999;ABD
430;The Matrix;463517383;Bilim Kurgu;"Lilly Wachowski
                                        ,                                                                                                                     Lana Wachowski";136;1999;ABD
431;Tarzan;448191819;Animasyon;"Chris Buck
                                        ,                                                                                                                     Kevin Lima";88;1999;ABD
432;Tarzan;44095996;Animasyon;"Chris Buck
                                        ,                                                                                                                     Kevin Lima";88;1999;ABD
433;American Beauty;356296601;Dram;Sam Mendes;122;1999;ABD
434;Runaway Bride;309460292;Komedi;Garry Marshall;116;1999;ABD
435;Stuart Little;300135367;Aile;Rob Minkoff;84;1999;Multi Nation
436;The Green Mile;286801374;Dram;Frank Darabont;189;1999;ABD
437;The Blair Witch Project;248639099;Gizem;"Daniel Myrick
                                        ,                                                                                                                     Eduardo Sánchez";81;1999;ABD
438;American Pie;235483004;Komedi;"Paul Weitz
                                        ,                                                                                                                     Chris Weitz";95;1999;ABD
439;Big Daddy;234801895;Dram;Dennis Dugan;93;1999;ABD
440;Wild Wild West;222104681;Bilim Kurgu;Barry Sonnenfeld;106;1999;ABD
441;Entrapment;212404396;Dram;Jon Amiel;112;1999;Multi Nation
442;Sleepy Hollow;206071502;Dram;Tim Burton;105;1999;Multi Nation
443;Double Jeopardy;177841558;Dram;Bruce Beresford;105;1999;Multi Nation
444;The Haunting;177311151;Fantastik;Jan de Bont;113;1999;ABD
445;Analyze This;176885658;Komedi;Harold Ramis;103;1999;Multi Nation
446;Deep Blue Sea;164648142;Bilim Kurgu;Renny Harlin;105;1999;Multi Nation
447;Eyes Wide Shut;162091208;Dram;Stanley Kubrick;159;1999;Multi Nation
448;Payback;161626121;Aksiyon;Brian Helgeland;100;1999;ABD
449;The Mummy;155563437;Aksiyon;Stephen Sommers;124;1999;ABD
450;The Mummy;155563437;Aksiyon;Alex Kurtzman;110;2017;Multi Nation
451;The Mummy;409231607;Aksiyon;Stephen Sommers;124;1999;ABD
452;The Mummy;409231607;Aksiyon;Alex Kurtzman;110;2017;Multi Nation
453;The Bone Collector;151493655;Dram;Phillip Noyce;118;1999;ABD
454;The General's Daughter;149705852;Dram;Simon West;116;1999;Multi Nation
455;Inspector Gadget;134403112;Aile;David Kellogg;78;1999;ABD
456;The Talented Mr. Ripley;128798265;Dram;Anthony Minghella;139;1999;ABD
457;The World Is Not Enough;126943684;Aksiyon;Michael Apted;128;1999;Multi Nation
458;Notting Hill;124182015;Komedi;Roger Michell;124;1999;Multi Nation
459;Blue Streak;117758500;Aksiyon;Les Mayfield;93;1999;Multi Nation
460;Three Kings;107752036;Aksiyon;David O. Russell;114;1999;ABD
461;She's All That;103166989;Komedi;Robert Iscove;95;1999;ABD
462;Fight Club;100853753;Dram;"David Fincher
                                        ,                                                                                                                     Chon Kye-Young";139;1999;ABD
463;Any Given Sunday;100230832;Dram;Oliver Stone;162;1999;ABD
464;Bowfinger;98625775;Komedi;Frank Oz;97;1999;ABD
465;Forces of Nature;93900680;Komedi;Bronwen Hughes;105;1999;ABD
466;Deuce Bigalow: Male Gigolo;92938755;Komedi;Mike Mitchell;88;1999;ABD
467;Stigmata;89446268;Gerilim;Rupert Wainwright;103;1999;ABD
468;The Cider House Rules;88545092;Dram;Lasse Hallström;126;1999;ABD
469;Bicentennial Man;87423861;Bilim Kurgu;Chris Columbus;131;1999;Multi Nation
470;Never Been Kissed;84565230;Dram;Raja Gosnell;107;1999;ABD
471;Cruel Intentions;75902208;Dram;Roger Kumble;98;1999;ABD
472;The Hurricane;73956241;Dram;Norman Jewison;146;1999;ABD
473;Life;73475268;Bilim Kurgu;Daniel Espinosa;104;2017;ABD
474;Life;73475268;Komedi;Ted Demme;108;1999;ABD
475;Life;100541806;Bilim Kurgu;Daniel Espinosa;104;2017;ABD
476;Life;100541806;Komedi;Ted Demme;108;1999;ABD
477;The Messenger: The Story of Joan of Arc;66976317;Aksiyon;Luc Besson;158;1999;Multi Nation
478;The 13th Warrior;61698899;Aksiyon;John McTiernan;102;1999;ABD
479;The Insider;60289912;Dram;Michael Mann;158;1999;ABD
480;10 Things I Hate About You;53478166;Dram;Gil Junger;97;1999;ABD
481;Magnolia;48451803;Dram;Paul Thomas Anderson;189;1999;ABD
482;Girl, Interrupted;48350205;Dram;James Mangold;127;1999;Multi Nation
483;Arlington Road;41067311;Dram;Mark Pellington;117;1999;ABD
484;The Bachelor;36911617;Komedi;Gary Sinyor;101;1999;ABD
485;October Sky;34698685;Aile;Joe Johnston;108;1999;ABD
486;Instinct;34105207;Dram;Jon Turteltaub;124;1999;ABD
487;Dogma;31117471;Fantastik;Kevin Smith;130;1999;Multi Nation
488;Being John Malkovich;23106667;Dram;Spike Jonze;113;1999;ABD
489;The Astronaut's Wife;19598588;Bilim Kurgu;Rand Ravich;109;1999;ABD
490;The Thirteenth Floor;18564088;Bilim Kurgu;Josef Rusnak;101;1999;Multi Nation
491;The Rage: Carrie 2;17762705;Bilim Kurgu;Katt Shea;104;1999;ABD
492;A Midsummer Night's Dream;16071990;Fantastik;Michael Hoffman;116;1999;Multi Nation
493;Angela's Ashes;13042112;Dram;Alan Parker;145;1999;Multi Nation
494;Boys Don't Cry;11540607;Dram;Kimberly Peirce;118;1999;ABD
495;Universal Soldier: The Return;10667893;Bilim Kurgu;Mic Rodgers;82;1999;ABD
496;Twin Dragons;8359717;Aksiyon;"Ringo Lam
                                        ,                                                                                                                     Tsui Hark";100;1992;Hong Kong
497;Sunshine;7607860;Bilim Kurgu;Danny Boyle;107;2007;?ngiltere
498;Sunshine;34806360;Bilim Kurgu;Danny Boyle;107;2007;?ngiltere
499;The Straight Story;6416325;Dram;David Lynch;112;1999;Multi Nation
500;Flawless;4488529;Dram;Michael Radford;108;2007;Multi Nation
501;eXistenZ;2856712;Bilim Kurgu;David Cronenberg;97;1999;Multi Nation
502;Cast Away;429632142;Dram;Robert Zemeckis;143;2000;ABD
503;What Women Want;374111707;Komedi;Nancy Meyers;127;2000;ABD
504;Dinosaur;349822765;Animasyon;"Ralph Zondag
                                        ,                                                                                                                     Eric Leighton";82;2000;ABD
505;How the Grinch Stole Christmas;345141403;Aile;Ron Howard;104;2000;Multi Nation
506;Meet the Parents;330444045;Komedi;Jay Roach;108;2000;ABD
507;The Perfect Storm;328718434;Aksiyon;Wolfgang Petersen;130;2000;ABD
508;X-Men;296339528;Bilim Kurgu;Bryan Singer;104;2000;ABD
509;What Lies Beneath;291420351;Dram;"Robert Zemeckis
                                        ,                                                                                                                     Sarah Kernochan";130;2000;ABD
510;Scary Movie;278019771;Komedi;Keenen Ivory Wayans;88;2000;ABD
511;Charlie's Angels;264105545;Aksiyon;McG;98;2000;ABD
512;Charlie's Angels;73279888;Aksiyon;McG;98;2000;ABD
513;Erin Brockovich;256271286;Dram;Steven Soderbergh;131;2000;ABD
514;Unbreakable;248118121;Dram;M. Night Shyamalan;106;2000;ABD
515;Chicken Run;224834564;Animasyon;"Peter Lord
                                        ,                                                                                                                     Nick Park";84;2000;Multi Nation
516;Vertical Limit;215663859;Aksiyon;Martin Campbell;124;2000;Multi Nation
517;The Patriot;215294342;Aksiyon;Roland Emmerich;165;2000;Multi Nation
518;Miss Congeniality;212742720;Aksiyon;Donald Petrie;111;2000;ABD
519;Traffic;207515725;Dram;Steven Soderbergh;147;2000;Multi Nation
520;Hollow Man;190213455;Bilim Kurgu;Paul Verhoeven;112;2000;Multi Nation
521;102 Dalmatians;183611771;Aile;Kevin Lima;100;2000;ABD
522;Big Momma's House;173959438;Komedi;Raja Gosnell;98;2000;Multi Nation
523;The Emperor's New Groove;169327687;Animasyon;Mark Dindal;75;2000;ABD
524;Nutty Professor II: The Klumps;166339890;Bilim Kurgu;Peter Segal;106;2000;ABD
525;Scream 3;161834276;Gizem;Wes Craven;116;2000;ABD
526;Chocolat;152699946;Dram;Lasse Hallström;121;2000;Multi Nation
527;The Beach;144056873;Dram;Danny Boyle;119;2000;Multi Nation
528;U-571;127666415;Aksiyon;Jonathan Mostow;116;2000;Multi Nation
529;Road Trip;119754278;Komedi;Todd Phillips;93;2000;ABD
530;Coyote Ugly;113916474;Dram;David McNally;100;2000;ABD
531;Final Destination;112880294;Korku;James Wong;98;2000;ABD
532;The Kid;110317580;Aile;Jon Turteltaub;104;2000;ABD
533;Billy Elliot;109280263;Dram;Stephen Daldry;110;2000;Multi Nation
534;Shaft;107196498;Aksiyon;John Singleton;99;2000;Multi Nation
535;Shaft;21360215;Aksiyon;John Singleton;99;2000;Multi Nation
536;The Whole Nine Yards;106371651;Komedi;Jonathan Lynn;98;2000;Multi Nation
537;The Cell;104155843;Bilim Kurgu;Tarsem Singh;107;2000;Multi Nation
538;Shanghai Noon;99274467;Aksiyon;Tom Dey;110;2000;Multi Nation
539;The 6th Day;96085477;Bilim Kurgu;Roger Spottiswoode;123;2000;ABD
540;Romeo Must Die;91036760;Aksiyon;Andrzej Bartkowiak;115;2000;ABD
541;Bring It On;90449929;Komedi;Peyton Reed;98;2000;ABD
542;Bedazzled;90383208;Fantastik;Harold Ramis;93;2000;Multi Nation
543;Snatch;83557872;Komedi;Guy Ritchie;103;2000;Multi Nation
544;Finding Forrester;80049764;Dram;Gus Van Sant;136;2000;ABD
545;Dude, Where's My Car?;73180723;Bilim Kurgu;Danny Leiner;83;2000;ABD
546;O Brother, Where Art Thou?;71868327;Komedi;Joel Coen;107;2000;Multi Nation
547;Frequency;68106245;Bilim Kurgu;Gregory Hoblit;118;2000;ABD
548;28 Days;62198945;Dram;Betty Thomas;103;2000;ABD
549;Taxi 2;60726164;Aksiyon;Gérard Krawczyk;82;2000;Fransa
550;The Flintstones in Viva Rock Vegas;59468275;Aile;Brian Levant;90;2000;ABD
551;Pay It Forward;55707411;Dram;Mimi Leder;122;2000;ABD
552;Pitch Black;53187659;Bilim Kurgu;David Twohy;108;2000;ABD
553;The Replacements;50054511;Komedi;Howard Deutch;118;2000;ABD
554;Almost Famous;47383689;Dram;Cameron Crowe;124;2000;ABD
555;The Watcher;47267829;Gerilim;Joe Charbanic;96;2000;ABD
556;High Fidelity;47126295;Dram;Stephen Frears;113;2000;Multi Nation
557;Dracula 2000;47053625;Aksiyon;Patrick Lussier;99;2000;ABD
558;The Gift;44567606;Dram;Sam Raimi;111;2000;ABD
559;The Gift;58978653;Dram;Sam Raimi;111;2000;ABD
560;The Legend of Bagger Vance;39459427;Dram;Robert Redford;126;2000;ABD
561;American Psycho;34266564;Dram;Mary Harron;102;2000;Multi Nation
562;Dungeons & Dragons;33978694;Dram;Courtney Solomon;107;2000;ABD
563;Red Planet;33463969;Bilim Kurgu;Antony Hoffman;106;2000;Multi Nation
564;Reindeer Games;32168970;Aksiyon;John Frankenheimer;124;2000;ABD
565;The Little Vampire;27965865;Aile;Uli Edel;95;2000;Multi Nation
566;The Ninth Gate;18661336;Gerilim;Roman Polanski;133;1999;Multi Nation
567;Quills;17989227;Dram;Philip Kaufman;124;2000;Multi Nation
568;Bait;15471969;Korku;"Russell Mulcahy
                                        ,                                                                                                                     Kimble Rendall";93;2012;Avustralya
569;Bait;32813407;Korku;"Russell Mulcahy
                                        ,                                                                                                                     Kimble Rendall";93;2012;Avustralya
570;Gossip;12591270;Gerilim;Davis Guggenheim;90;2000;ABD
571;The Virgin Suicides;10409377;Dram;Sofia Coppola;97;1999;ABD
572;Before Night Falls;8527517;Dram;Julian Schnabel;134;2000;Multi Nation
573;Mohabbatein;4279351;Dram;Aditya Chopra;216;2000;Hindistan
574;Harry Potter and the Sorcerer's Stone;974755371;Fantastik;Chris Columbus;159;2001;Multi Nation
575;The Lord of the Rings: The Fellowship of the Ring;880839846;Aksiyon;Peter Jackson;228;2001;ABD
576;Shrek;484409218;Animasyon;"Andrew Adamson
                                        ,                                                                                                                     Vicky Jenson";90;2001;ABD
577;Ocean's Eleven;450717150;Gerilim;Steven Soderbergh;116;2001;ABD
578;Pearl Harbor;449220945;Dram;Michael Bay;183;2001;ABD
579;The Mummy Returns;433013274;Aksiyon;Stephen Sommers;130;2001;ABD
580;Jurassic Park III;368780809;Bilim Kurgu;Joe Johnston;92;2001;ABD
581;Hannibal;351692268;Dram;Ridley Scott;131;2001;Multi Nation
582;Rush Hour 2;347325802;Aksiyon;Brett Ratner;90;2001;ABD
583;A Beautiful Mind;313542341;Dram;Ron Howard;135;2001;ABD
584;American Pie 2;287553595;Komedi;James B. Rogers;108;2001;ABD
585;Bridget Jones's Diary;281929795;Dram;Sharon Maguire;97;2001;Multi Nation
586;Lara Croft: Tomb Raider;274703340;Aksiyon;Simon West;100;2001;Multi Nation
587;A.I. Artificial Intelligence;235926552;Bilim Kurgu;Steven Spielberg;146;2001;ABD
588;The Others;209947037;Gerilim;Alejandro Amenábar;101;2001;Multi Nation
