;Name;Worldwide;Domestic;MovieType;Duration;Year;Country;Director;Continent
1485;Wild;52501541;37880356;Dram;115;2014;ABD;Jean-Marc Vallee;ABD
1486;Whiplash;48982041;13092000;Dram;107;2014;ABD;Damien Chazelle;ABD
1487;Chef;48428048;31424003;Komedi;114;2014;ABD;Jon Favreau;ABD
1488;Boyhood;48137666;25352281;Dram;166;2014;ABD;Richard Linklater;ABD
1489;Nightcrawler;47425835;32381217;Dram;118;2014;ABD;Dan Gilroy;ABD
1490;Oculus;44446287;27695246;Korku;104;2013;ABD;Mike Flanagan;ABD
1491;As Above, So Below;41898409;21321100;Gerilim;93;2014;Multi Nation;John Erick Dowdle;Multi Nation
1492;Sin City: A Dame to Kill For;39407616;13757804;Aksiyon;102;2014;ABD;Frank Miller;ABD
1493;The Best of Me;38609668;26766213;Dram;118;2014;ABD;Michael Hoffman;ABD
1494;Million Dollar Arm;38483455;36457627;Dram;124;2014;ABD;Craig Gillespie;ABD
1495;The Water Diviner;35396641;4196641;Dram;112;2014;Multi Nation;Russell Crowe;Multi Nation
1496;Endless Love;34718173;23438250;Dram;103;2014;ABD;Shana Feste;ABD
1497;Winter's Tale;30800231;12600231;Dram;118;2014;ABD;Akiva Goldsman;ABD
1498;Big Eyes;29253166;14482031;Dram;106;2014;Multi Nation;Tim Burton;Multi Nation
1499;Love, Rosie;25574387;20431;Dram;102;2014;Multi Nation;Christian Ditter;Multi Nation
1500;Star Wars: Episode VII - The Force Awakens;2068223624;936662225;Bilim Kurgu;141;2015;ABD;J.J. Abrams;ABD
1501;Jurassic World;1670400637;652270625;Bilim Kurgu;124;2015;ABD;Colin Trevorrow;ABD
1502;Furious 7;1515047671;353007020;Aksiyon;137;2015;ABD;James Wan;ABD
1503;Avengers: Age of Ultron;1402805868;459005868;Bilim Kurgu;144;2015;ABD;Joss Whedon;ABD
1504;Minions;1159398397;336045770;Animasyon;91;2015;ABD;Kyle Balda;ABD
1505;Spectre;880674609;200074609;Aksiyon;148;2015;Multi Nation;Sam Mendes;Multi Nation
1506;Inside Out;857611174;356461711;Animasyon;95;2015;ABD;Pete Docter;ABD
1507;Mission: Impossible - Rogue Nation;682714267;195042377;Aksiyon;131;2015;ABD;Christopher McQuarrie;ABD
1508;The Hunger Games: Mockingjay - Part 2;653428261;281723902;Bilim Kurgu;137;2015;Multi Nation;Francis Lawrence;Multi Nation
1509;The Martian;630161890;228433663;Bilim Kurgu;151;2015;Multi Nation;Ridley Scott;Multi Nation
1510;Fifty Shades of Grey;569651467;166167230;Dram;125;2015;ABD;Sam Taylor-Johnson;ABD
1511;Cinderella;542351353;201151353;Aile;105;2015;Multi Nation;Kenneth Branagh;Multi Nation
1512;The Revenant;532950503;183637894;Dram;157;2015;Multi Nation;Alejandro González Iñárritu;Multi Nation
1513;Hotel Transylvania 2;474800000;169700110;Animasyon;89;2015;ABD;Genndy Tartakovsky;ABD
1514;San Andreas;474590832;155190832;Aksiyon;114;2015;Multi Nation;Brad Peyton;Multi Nation
1515;Kingsman: The Secret Service;414351546;128261724;Aksiyon;129;2014;Multi Nation;Matthew Vaughn;Multi Nation
1516;Home;386041607;177397510;Animasyon;93;2015;ABD;Tim Johnson;ABD
1517;Mad Max: Fury Road;379436354;153636354;Bilim Kurgu;121;2015;Multi Nation;George Miller;Multi Nation
1518;Taken 3;326479141;89256424;Aksiyon;109;2014;Multi Nation;Olivier Megaton;Multi Nation
1519;Maze Runner: The Scorch Trials;312296056;81697192;Bilim Kurgu;131;2015;ABD;Wes Ball;ABD
1520;Pitch Perfect 2;287144079;184296230;Komedi;115;2015;ABD;Elizabeth Banks;ABD
1521;Pixels;244874809;78747585;Bilim Kurgu;105;2015;Multi Nation;Chris Columbus;Multi Nation
1522;Spy;235666219;110825712;Aksiyon;120;2015;ABD;Paul Feig;ABD
1523;Ted 2;215863606;81476385;Fantastik;115;2015;ABD;Seth MacFarlane;ABD
1524;Tomorrowland;209035668;93436322;Bilim Kurgu;130;2015;ABD;Brad Bird;ABD
1525;The Intern;194764672;75764672;Komedi;121;2015;ABD;Nancy Meyers;ABD
1526;Jupiter Ascending;184287723;47387723;Bilim Kurgu;127;2015;ABD;Lilly Wachowski;ABD
1527;Creed;174167581;109767581;Aksiyon;132;2015;ABD;Ryan Coogler;ABD
1528;Bridge of Spies;165478348;72313754;Dram;141;2015;Multi Nation;Steven Spielberg;Multi Nation
1529;Focus;159162963;53862963;Komedi;104;2015;ABD;Glenn Ficarra;ABD
1530;The Hateful Eight;155760117;54117416;Dram;183;2015;ABD;Quentin Tarantino;ABD
1531;Gods of Egypt;150680864;31153464;Aksiyon;127;2016;Multi Nation;Alex Proyas;Multi Nation
1532;The Last Witch Hunter;146936910;27367660;Aksiyon;106;2015;Multi Nation;Breck Eisner;Multi Nation
1533;The Big Short;133440870;70259870;Dram;130;2015;ABD;Adam McKay;ABD
1534;Dragon Blade;122593849;74068;Aksiyon;127;2015;Multi Nation;Daniel Lee;Multi Nation
1535;Insidious: Chapter 3;112983889;52218558;Gerilim;97;2015;Multi Nation;Leigh Whannell;Multi Nation
1536;The Man from U.N.C.L.E.;110045109;45445109;Aksiyon;116;2015;ABD;Guy Ritchie;ABD
1537;The 5th Wave;109906372;34916787;Bilim Kurgu;112;2016;ABD;J Blakeson;ABD
1538;Vacation;107228221;58884188;Komedi;99;2015;ABD;John Francis Daley;ABD
1539;Chappie;102811889;31569268;Bilim Kurgu;120;2015;Multi Nation;Neill Blomkamp;Multi Nation
1540;Joy;101134059;56451232;Dram;124;2015;ABD;David O. Russell;ABD
1541;Black Mass;99975678;62575678;Dram;123;2015;Multi Nation;Scott Cooper;Multi Nation
1542;Spotlight;98690254;45055776;Dram;129;2015;Multi Nation;Thomas McCarthy;Multi Nation
1543;The Visit;98450062;65206105;Gerilim;94;2015;ABD;M. Night Shyamalan;ABD
1544;In the Heart of the Sea;94320758;25020758;Aksiyon;122;2015;Multi Nation;Ron Howard;Multi Nation
1545;Southpaw;91970827;52421953;Aksiyon;123;2015;ABD;Antoine Fuqua;ABD
1546;Paper Towns;85512300;32000304;Dram;109;2015;ABD;Jake Schreier;ABD
1547;Sicario;84872444;46889293;Aksiyon;122;2015;Multi Nation;Denis Villeneuve;Multi Nation
1548;Hitman: Agent 47;82347656;22467450;Aksiyon;96;2015;Multi Nation;Aleksander Bach;Multi Nation
1549;The Wedding Ringer;79799880;64460211;Komedi;101;2015;ABD;Jeremy Garelick;ABD
1550;Paranormal Activity: The Ghost Dimension;78903124;18300124;Gerilim;88;2015;ABD;Gregory Plotkin;ABD
1551;Bajrangi Bhaijaan;75547184;8178001;Aksiyon;159;2015;Hindistan;Kabir Khan;Asia
1552;The Transporter Refueled;72629670;16029670;Aksiyon;95;2015;Multi Nation;Camille Delamarre;Multi Nation
1553;Run All Night;71661644;26461644;Aksiyon;114;2015;ABD;Jaume Collet-Serra;ABD
1554;The Danish Girl;64191523;11114018;Dram;119;2015;Multi Nation;Tom Hooper;Multi Nation
1555;The Boy;64188367;35819556;Gerilim;97;2016;ABD;William Brent Bell;ABD
1556;The Longest Ride;62944815;37446117;Dram;128;2015;ABD;George Tillman Jr.;ABD
1557;Concussion;48623572;34542474;Dram;123;2015;Multi Nation;Peter Landesman;Multi Nation
1558;Mortdecai;47275695;7696134;Komedi;107;2015;ABD;David Koepp;ABD
1559;Still Alice;44779195;18754371;Dram;100;2014;Multi Nation;Richard Glatzer;Multi Nation
1560;Legend;42972994;1872994;Gerilim;131;2015;Multi Nation;Brian Helgeland;Multi Nation
1561;Carol;40272135;12711491;Dram;118;2015;Multi Nation;Todd Haynes;Multi Nation
1562;Criminal;38803993;14708696;Bilim Kurgu;113;2016;Multi Nation;Ariel Vromen;Multi Nation
1563;The Lazarus Effect;38356892;25801570;Bilim Kurgu;83;2015;ABD;David Gelb;ABD
1564;Ex Machina;36869414;25442958;Bilim Kurgu;108;2014;Multi Nation;Alex Garland;Multi Nation
1565;Burnt;36606743;13651946;Dram;100;2015;ABD;John Wells;ABD
1566;Room;35401758;14677654;Dram;118;2015;Multi Nation;Lenny Abrahamson;Multi Nation
1567;Project Almanac;33213241;22348241;Bilim Kurgu;106;2015;ABD;Dean Israelite;ABD
1568;Suffragette;31972096;4702420;Dram;106;2015;Multi Nation;Sarah Gavron;Multi Nation
1569;Self/less;31807156;12279691;Bilim Kurgu;117;2015;ABD;Tarsem Singh;ABD
1570;Mr. Holmes;29355203;17737646;Dram;104;2015;Multi Nation;Bill Condon;Multi Nation
1571;American Ultra;27262374;14440985;Aksiyon;96;2015;Multi Nation;Nima Nourizadeh;Multi Nation
1572;Captain America: Civil War;1153296293;408084349;Bilim Kurgu;151;2016;ABD;Anthony Russo;ABD
1573;Rogue One: A Star Wars Story;1056057273;532177324;Bilim Kurgu;134;2016;ABD;Gareth Edwards;ABD
1574;Finding Dory;1028570889;486295561;Animasyon;97;2016;ABD;Andrew Stanton;ABD
1575;Zootopia;1023784195;341268248;Animasyon;109;2016;ABD;Byron Howard;ABD
1576;The Secret Life of Pets;875457937;368384330;Animasyon;87;2016;ABD;Chris Renaud;ABD
1577;Batman v Superman: Dawn of Justice;874360194;330360194;Aksiyon;152;2016;Multi Nation;Zack Snyder;Multi Nation
1578;Fantastic Beasts and Where to Find Them;816037575;234037575;Aile;132;2016;Multi Nation;David Yates;Multi Nation
1579;Deadpool;782612155;363070709;Aksiyon;108;2016;ABD;Tim Miller;ABD
1580;Suicide Squad;749200054;325100054;Aksiyon;123;2016;ABD;David Ayer;ABD
1581;Doctor Strange;677718395;232641920;Aksiyon;116;2016;ABD;Scott Derrickson;ABD
1582;Moana;643331111;248757044;Animasyon;107;2016;ABD;John Musker;ABD
1583;X-Men: Apocalypse;543934105;155442489;Bilim Kurgu;144;2016;ABD;Bryan Singer;ABD
1584;Kung Fu Panda 3;521170825;143528619;Animasyon;95;2016;Multi Nation;Jennifer Yuh Nelson;Multi Nation
1585;La La Land;447407695;151101803;Dram;128;2016;Multi Nation;Damien Chazelle;Multi Nation
1586;Jason Bourne;415484914;162434410;Aksiyon;123;2016;Multi Nation;Paul Greengrass;Multi Nation
1587;Ice Age: Collision Course;408579038;64063008;Animasyon;94;2016;ABD;Mike Thurmeier;ABD
1588;Independence Day: Resurgence;389681935;103144286;Bilim Kurgu;120;2016;ABD;Roland Emmerich;ABD
1589;The Legend of Tarzan;357243061;126643061;Aksiyon;109;2016;Multi Nation;David Yates;Multi Nation
1590;The Angry Birds Movie;352333929;107509366;Animasyon;97;2016;Multi Nation;Fergal  Reilly;Multi Nation
1591;Star Trek Beyond;343471816;158848340;Bilim Kurgu;122;2016;ABD;Justin Lin;ABD
1592;The Great Wall;334933831;45540830;Aksiyon;103;2016;Multi Nation;Yimou Zhang;Multi Nation
1593;The Conjuring 2;321370008;102470008;Gerilim;134;2016;ABD;James Wan;ABD
1594;Resident Evil: The Final Chapter;312242626;26830068;Bilim Kurgu;106;2016;Multi Nation;Paul W.S. Anderson;Multi Nation
1595;Dangal;303723636;12391761;Aile;161;2016;Multi Nation;Nitesh Tiwari;Multi Nation
1596;Passengers;303144152;100014699;Bilim Kurgu;116;2016;ABD;Morten Tyldum;ABD
1597;Passengers;303144152;100014699;Dram;93;2008;Multi Nation;Rodrigo García;Multi Nation
1598;Alice Through the Looking Glass;299457024;77041381;Aile;113;2016;Multi Nation;James Bobin;Multi Nation
1599;Miss Peregrine's Home for Peculiar Children;296482446;87242834;Fantastik;127;2016;Multi Nation;Tim Burton;Multi Nation
1600;Teenage Mutant Ninja Turtles: Out of the Shadows;245623848;82051601;Bilim Kurgu;112;2016;ABD;Dave Green;ABD
1601;Sully;243870033;125070033;Dram;96;2016;ABD;Clint Eastwood;ABD
1602;Assassin's Creed;240697856;54647948;Bilim Kurgu;115;2016;Multi Nation;Justin Kurzel;Multi Nation
1603;Hidden Figures;235956898;169607287;Dram;127;2016;ABD;Theodore Melfi;ABD
1604;Ghostbusters;229147509;128350574;Aksiyon;116;2016;ABD;Paul Feig;ABD
1605;Inferno;220021259;34343574;Aksiyon;121;2016;ABD;Ron Howard;ABD
1606;Central Intelligence;216940871;127440871;Aksiyon;107;2016;ABD;Rawson Marshall Thurber;ABD
1607;Me Before You;208445075;56245075;Dram;110;2016;ABD;Thea Sharrock;ABD
1608;London Has Fallen;205754447;62524260;Aksiyon;99;2016;Multi Nation;Babak Najafi;Multi Nation
1609;Arrival;203388186;100546139;Bilim Kurgu;116;2016;Multi Nation;Denis Villeneuve;Multi Nation
1610;Storks;183679278;72679278;Animasyon;87;2016;ABD;Nicholas Stoller;ABD
1611;Hacksaw Ridge;180563636;67209615;Dram;139;2016;Multi Nation;Mel Gibson;Multi Nation
1612;The Girl on the Train;173185859;75395035;Dram;112;2016;Multi Nation;Tate Taylor;Multi Nation
1613;The Huntsman: Winter's War;164989338;48390190;Aksiyon;114;2016;Multi Nation;Cedric Nicolas-Troyan;Multi Nation
1614;The Magnificent Seven;162360636;93432655;Aksiyon;133;2016;ABD;Antoine Fuqua;ABD
1615;Jack Reacher: Never Go Back;162146076;58697076;Aksiyon;118;2016;Multi Nation;Edward Zwick;Multi Nation
1616;Don't Breathe;157761002;89217875;Gerilim;89;2016;ABD;Fede Álvarez;ABD
1617;The Accountant;155560045;86260045;Dram;128;2016;ABD;Gavin O'Connor;ABD
1618;Lights Out;149368835;67268835;Gerilim;81;2016;ABD;David F. Sandberg;ABD
1619;Lion;140312928;51738905;Dram;118;2016;Multi Nation;Garth Davis;Multi Nation
1620;Mechanic: Resurrection;125729635;21218403;Aksiyon;98;2016;Multi Nation;Dennis Gansel;Multi Nation
1621;Allied;119520023;40098064;Aksiyon;124;2016;Multi Nation;Robert Zemeckis;Multi Nation
1622;The Shallows;119100758;55124043;Dram;86;2016;Multi Nation;Jaume Collet-Serra;Multi Nation
1623;The Purge: Election Year;118587880;79213375;Aksiyon;105;2016;Multi Nation;James DeMonaco;Multi Nation
1624;Why Him?;118102725;60323786;Komedi;111;2016;ABD;John Hamburg;ABD
1625;10 Cloverfield Lane;110216998;72082998;Bilim Kurgu;104;2016;ABD;Dan Trachtenberg;ABD
1626;Ben-Hur;94061311;26410477;Aksiyon;125;2016;ABD;Timur Bekmambetov;ABD
1627;Collateral Beauty;88616021;31016021;Dram;97;2016;ABD;David Frankel;ABD
1628;Sultan;87280000;6200000;Aksiyon;170;2016;Hindistan;Ali Abbas Zafar;Asia
1629;War Dogs;86434523;43034523;Dram;114;2016;ABD;Todd Phillips;ABD
1630;Nerve;85251425;38583626;Gizem;96;2016;ABD;Henry Joost;ABD
1631;Underworld: Blood Wars;81093313;30353973;Aksiyon;91;2016;ABD;Anna Foerster;ABD
1632;Manchester by the Sea;78988148;47695371;Dram;138;2016;ABD;Kenneth Lonergan;ABD
1633;The Nice Guys;71261763;36261763;Aksiyon;116;2016;ABD;Shane Black;ABD
1634;Moonlight;65172611;27854932;Dram;111;2016;ABD;Barry Jenkins;ABD
1635;The Finest Hours;52099090;27569558;Aksiyon;117;2016;ABD;Craig Gillespie;ABD
1636;Mother's Day;48782670;32492859;Gerilim;112;2010;ABD;Darren Lynn Bousman;ABD
1637;A Monster Calls;47309313;3740823;Dram;108;2016;Multi Nation;Juan Antonio Bayona;Multi Nation
1638;The Handmaiden;37692886;2006788;Dram;145;2016;Güney Kore;Park Chan-wook;Asia
1639;Snowden;37357216;21587519;Dram;134;2016;Multi Nation;Oliver Stone;Multi Nation
1640;Perfect Strangers;31254929;;Dram;97;2016;?talya;Paolo Genovese;Europe
1641;Perfect Strangers;33262366;1014507;Dram;97;2016;?talya;Paolo Genovese;Europe
1642;Nocturnal Animals;30311857;10663357;Dram;116;2016;ABD;Tom Ford;ABD
1643;The Founder;24121245;12786053;Dram;115;2016;ABD;John Lee Hancock;ABD
1644;The Fate of the Furious;1236005118;226008385;Aksiyon;136;2017;ABD;F. Gary Gray;ABD
1645;Despicable Me 3;1034799409;264624300;Animasyon;90;2017;ABD;Pierre Coffin;ABD
1646;Jumanji: Welcome to the Jungle;962077546;404515480;Aksiyon;119;2017;ABD;Jake Kasdan;ABD
1647;Spider-Man: Homecoming;880166924;334201140;Bilim Kurgu;133;2017;ABD;Jon Watts;ABD
1648;Guardians of the Galaxy Vol. 2;863756051;389813101;Bilim Kurgu;137;2017;ABD;James Gunn;ABD
1649;Wonder Woman;822963408;412563408;Aksiyon;141;2017;ABD;Patty Jenkins;ABD
1650;Pirates of the Caribbean: Dead Men Tell No Tales;794861794;172558876;Aksiyon;128;2017;ABD;Joachim Rønning;ABD
1651;It;702781748;327481748;Fantastik;135;2017;ABD;Andrés Muschietti;ABD
1652;Justice League;661324295;229024295;Bilim Kurgu;120;2017;Multi Nation;Zack Snyder;Multi Nation
1653;Logan;619021436;226277068;Bilim Kurgu;137;2017;ABD;James Mangold;ABD
1654;Transformers: The Last Knight;605425157;130168683;Bilim Kurgu;155;2017;ABD;Michael Bay;ABD
1655;Kong: Skull Island;568652812;168052812;Aksiyon;120;2017;Multi Nation;Jordan Vogt-Roberts;Multi Nation
1656;The Boss Baby;527965936;175003033;Animasyon;97;2017;ABD;Tom McGrath;ABD
1657;Dunkirk;526045546;188045546;Aksiyon;107;2017;Multi Nation;Christopher Nolan;Multi Nation
1658;War for the Planet of the Apes;490719763;146880162;Bilim Kurgu;140;2017;Multi Nation;Matt Reeves;Multi Nation
1659;The Greatest Showman;434993183;174340174;Dram;105;2017;ABD;Michael Gracey;ABD
1660;Kingsman: The Golden Circle;410902662;100234838;Aksiyon;141;2017;Multi Nation;Matthew Vaughn;Multi Nation
1661;Cars 3;383930656;152901115;Animasyon;102;2017;ABD;Brian Fee (i);ABD
1662;Fifty Shades Darker;381545846;114581250;Dram;118;2017;ABD;James Foley;ABD
1663;Murder on the Orient Express;352789811;102826543;Dram;114;2017;Multi Nation;Kenneth Branagh;Multi Nation
1664;Annabelle: Creation;306592201;102092201;Gerilim;109;2017;ABD;David F. Sandberg;ABD
1665;Wonder;305937718;132422809;Aile;113;2017;ABD;Stephen Chbosky;ABD
1666;Split;278454358;138291365;Gerilim;117;2016;ABD;M. Night Shyamalan;ABD
1667;Blade Runner 2049;259154159;92054159;Bilim Kurgu;164;2017;Multi Nation;Denis Villeneuve;Multi Nation
1668;Get Out;255407969;176040665;Gerilim;104;2017;ABD;Jordan Peele;ABD
1669;Alien: Covenant;240891763;74262031;Bilim Kurgu;122;2017;Multi Nation;Ridley Scott;Multi Nation
1670;Youth;227091290;1891956;Dram;125;2015;Multi Nation;Paolo Sorrentino;Multi Nation
1671;Baby Driver;226945087;107825862;Aksiyon;113;2017;?ngiltere;Edgar Wright;Europe
1672;Valerian and the City of a Thousand Planets;225874228;41189488;Bilim Kurgu;136;2017;Multi Nation;Luc Besson;Multi Nation
1673;Geostorm;221900160;33700160;Bilim Kurgu;109;2017;Multi Nation;Dean Devlin;Multi Nation
1674;Smurfs: The Lost Village;197183546;45020282;Animasyon;89;2017;ABD;Kelly Asbury;ABD
1675;The Shape of Water;195243464;63859435;Dram;123;2017;ABD;Guillermo del Toro;ABD
1676;The Hitman's Bodyguard;183415183;75468583;Aksiyon;118;2017;Multi Nation;Patrick Hughes;Multi Nation
1677;Baywatch;177856751;58060186;Aksiyon;116;2017;ABD;Seth Gordon;ABD
1678;Ghost in the Shell;169801921;40563557;Bilim Kurgu;107;2017;Multi Nation;Rupert Sanders;Multi Nation
1679;Three Billboards Outside Ebbing, Missouri;160060063;54513740;Dram;115;2017;Multi Nation;Martin McDonagh;Multi Nation
1680;King Arthur: Legend of the Sword;149175066;39175066;Aksiyon;126;2017;ABD;Guy Ritchie;ABD
1681;The Foreigner;145374099;34393507;Aksiyon;114;2017;Multi Nation;Martin Campbell;Multi Nation
1682;Power Rangers;142337240;85364450;Bilim Kurgu;124;2017;Multi Nation;Dean Israelite;Multi Nation
1683;American Made;134866593;51342000;Aksiyon;115;2017;Multi Nation;Doug Liman;Multi Nation
1684;Happy Death Day;125479266;55683845;Gizem;97;2017;ABD;Christopher B. Landon;ABD
1685;Secret Superstar;122026260;;Dram;150;2017;Hindistan;Advait Chandan;Asia
1686;The Commuter;119942387;36343858;Aksiyon;104;2018;Multi Nation;Jaume Collet-Serra;Multi Nation
1687;The Dark Tower;113231078;50701325;Bilim Kurgu;95;2017;Multi Nation;Nikolaj Arcel;Multi Nation
1688;Jigsaw;102952888;38052832;Gerilim;92;2017;ABD;Michael Spierig;ABD
1689;Atomic Blonde;100014025;51687870;Aksiyon;115;2017;Multi Nation;David Leitch;Multi Nation
1690;Going in Style;85218541;45018541;Komedi;96;2017;ABD;Zach Braff;ABD
1691;Rings;83080890;27793018;Korku;102;2017;ABD;F. Javier Gutiérrez;ABD
1692;American Assassin;67234188;36249674;Aksiyon;111;2017;Multi Nation;Michael Cuesta;Multi Nation
1693;The Mountain Between Us;62832209;30348555;Dram;112;2017;ABD;Hany Abu-Assad;ABD
1694;47 Meters Down;62187529;44307191;Gerilim;87;2017;Multi Nation;Johannes Roberts;Multi Nation
1695;I, Tonya;53939297;30014539;Dram;120;2017;ABD;Craig Gillespie;ABD
1696;Wind River;43980821;33800859;Dram;107;2017;Multi Nation;Taylor Sheridan;Multi Nation
1697;The Snowman;43155261;6700035;Gerilim;119;2017;Multi Nation;Tomas Alfredson;Multi Nation
1698;Gifted;43046590;24801212;Dram;101;2017;ABD;Marc Webb;ABD
1699;Loving Vincent;42187665;6735118;Animasyon;94;2017;Multi Nation;Hugh Welchman;Multi Nation
1700;Call Me by Your Name;41887595;18095701;Dram;132;2017;Multi Nation;Luca Guadagnino;Multi Nation
1701;The Circle;40656399;20497844;Bilim Kurgu;110;2017;Multi Nation;James Ponsoldt;Multi Nation
1702;A Cure for Wellness;26620002;8106986;Bilim Kurgu;146;2016;Multi Nation;Gore Verbinski;Multi Nation
1703;Avengers: Infinity War;2048359754;678815482;Bilim Kurgu;154;2018;ABD;Joe Russo;ABD
1704;Black Panther;1346913161;700059566;Bilim Kurgu;138;2018;ABD;Ryan Coogler;ABD
1705;Jurassic World: Fallen Kingdom;1308467944;417719760;Bilim Kurgu;128;2018;ABD;Juan Antonio Bayona;ABD
1706;Incredibles 2;1242805359;608581744;Animasyon;118;2018;ABD;Brad Bird;ABD
1707;Aquaman;1151961807;335061807;Aksiyon;143;2018;ABD;James Wan;ABD
1708;Bohemian Rhapsody;903655259;216428042;Dram;135;2018;Multi Nation;Bryan Singer;Multi Nation
1709;Venom;856085151;213515506;Bilim Kurgu;112;2018;Multi Nation;Ruben Fleischer;Multi Nation
1710;Venom;856085151;213515506;Gerilim;85;2005;ABD;Jim Gillespie;ABD
1711;Mission: Impossible - Fallout;791115104;220159104;Aksiyon;147;2018;ABD;Christopher McQuarrie;ABD
1712;Deadpool 2;734546611;318491426;Aksiyon;120;2018;ABD;David Leitch;ABD
1713;Fantastic Beasts: The Crimes of Grindelwald;655755901;159555901;Aile;134;2018;Multi Nation;David Yates;Multi Nation
1714;Ready Player One;583490172;137690172;Bilim Kurgu;140;2018;ABD;Steven Spielberg;ABD
1715;The Meg;529243742;145443742;Bilim Kurgu;113;2018;Multi Nation;Jon Turteltaub;Multi Nation
1716;Bumblebee;467989645;127195589;Bilim Kurgu;190;2018;ABD;Travis Knight;ABD
1717;A Star Is Born;436388866;215288866;Dram;135;2018;ABD;Bradley Cooper;ABD
1718;Spider-Man: Into the Spider-Verse;375582637;190241310;Animasyon;117;2018;ABD;Bob  Persichetti;ABD
1719;Fifty Shades Freed;371985018;100407760;Dram;105;2018;ABD;James Foley;ABD
1720;The Nun;366050119;117450119;Gerilim;97;2018;ABD;Corin Hardy;ABD
1721;A Quiet Place;340939361;188024361;Bilim Kurgu;90;2018;ABD;John Krasinski;ABD
1722;Green Book;321752656;85080171;Dram;130;2018;ABD;Peter Farrelly;ABD
1723;Skyscraper;304868961;68420120;Aksiyon;102;2018;ABD;Rawson Marshall Thurber;ABD
1724;Ocean's Eight;297718711;140218711;Aksiyon;111;2018;ABD;Gary Ross;ABD
1725;Pacific Rim: Uprising;290930148;59874525;Bilim Kurgu;111;2018;ABD;Steven S. DeKnight;ABD
1726;Maze Runner: The Death Cure;288175335;58032443;Bilim Kurgu;143;2018;ABD;Wes Ball;ABD
1727;Tomb Raider;274950803;58250803;Aksiyon;118;2018;Multi Nation;Roar Uthaug;Multi Nation
1728;The Equalizer 2;190400157;102084362;Aksiyon;121;2018;ABD;Antoine Fuqua;ABD
1729;Insidious: The Last Key;167885588;67745330;Gerilim;103;2018;ABD;Adam Robitel;ABD
1730;Red Sparrow;151572634;46874505;Gerilim;140;2018;Multi Nation;Francis Lawrence;Multi Nation
1731;More Than Blue;142958164;722669;Dram;105;2009;Güney Kore;Won Tae-yeon;Asia
1732;Game Night;117679066;69179066;Gizem;100;2018;ABD;John Francis Daley;ABD
1733;Alpha;99630675;35857181;Dram;97;2018;Multi Nation;Albert Hughes;Multi Nation
1734;Mortal Engines;83672673;15951040;Bilim Kurgu;129;2018;ABD;Christian Rivers;ABD
1735;Searching;75462037;26020957;Dram;102;2018;ABD;Aneesh Chaganty;ABD
1736;Annihilation;43070915;32732301;Bilim Kurgu;115;2018;Multi Nation;Alex Garland;Multi Nation
1737;Overlord;41657844;21704844;Bilim Kurgu;110;2018;Multi Nation;Julius Avery;Multi Nation
1738;Avengers: Endgame;2799439100;858373000;Bilim Kurgu;185;2019;ABD;Joe Russo;ABD
1739;Captain Marvel;1128274794;426829839;Bilim Kurgu;127;2019;ABD;Anna Boden;ABD
1740;Joker;1078751311;335451311;Dram;122;2019;Multi Nation;Todd Phillips;Multi Nation
1741;Toy Story 4;1073394593;434038008;Animasyon;100;2019;ABD;Josh Cooley;ABD
1742;Jumanji: The Next Level;801693929;320314960;Fantastik;123;2019;ABD;Jake Kasdan;ABD
1743;Fast & Furious Presents: Hobbs & Shaw;760732926;173956935;Aksiyon;137;2019;ABD;David Leitch;ABD
1744;How to Train Your Dragon: The Hidden World;521799505;160799505;Animasyon;104;2019;ABD;Dean DeBlois;ABD
1745;Maleficent: Mistress of Evil;491730089;113929605;Aile;119;2019;ABD;Joachim Rønning;ABD
1746;Alita: Battle Angel;404980543;85838210;Bilim Kurgu;122;2019;ABD;Robert Rodriguez;ABD
1747;Godzilla: King of the Monsters;387300138;110500138;Bilim Kurgu;132;2019;Multi Nation;Michael Dougherty;Multi Nation
1748;1917;384579472;159227644;Aksiyon;119;2019;Multi Nation;Sam Mendes;Multi Nation
1749;Once Upon a Time in Hollywood;377426903;142502728;Dram;162;2019;Multi Nation;Quentin Tarantino;Multi Nation
1750;Shazam!;365971656;140371656;Aksiyon;132;2019;ABD;David F. Sandberg;ABD
1751;Knives Out;312897920;165363234;Gizem;131;2019;ABD;Rian Johnson;ABD
1752;Terminator: Dark Fate;261119292;62253077;Bilim Kurgu;128;2019;Multi Nation;Tim Miller;Multi Nation
1753;Us;256022707;175084580;Gerilim;116;2019;ABD;Jordan Peele;ABD
1754;Glass;246999039;111048468;Bilim Kurgu;129;2019;ABD;M. Night Shyamalan;ABD
1755;Zombieland: Double Tap;122810399;73123082;Komedi;99;2019;ABD;Ruben Fleischer;ABD
1756;Five Feet Apart;92554209;45729221;Dram;116;2019;ABD;Justin Baldoni;ABD
1757;Rambo: Last Blood;91490353;44819352;Aksiyon;101;2019;Multi Nation;Adrian Grunberg;Multi Nation
1758;Jojo Rabbit;90335025;33370906;Dram;108;2019;ABD;Taika Waititi;ABD
1759;Happy Death Day 2U;64600152;28148130;Bilim Kurgu;100;2019;ABD;Christopher B. Landon;ABD
1760;Anna;31626978;7743794;Dram;99;2013;Multi Nation;Jorge Dorado;Multi Nation
1761;Anna;31626978;7743794;Aksiyon;118;2019;Multi Nation;Luc Besson;Multi Nation
