;Name;Worldwide;Duration;Year;Country;Director;Top_Director;Director_Category;Continent_ABD;Continent_Asia;Continent_Australia;Continent_Europe;Continent_Multi Nation;Continent_North America;MovieType_Aile;MovieType_Aksiyon;MovieType_Animasyon;MovieType_Belgesel;MovieType_Bilim Kurgu;MovieType_Dram;MovieType_Fantastik;MovieType_Gerilim;MovieType_Gizem;MovieType_Komedi;MovieType_Korku;MovieType_Macera;MovieType_Sava?;MovieType_Western
1175;The Game Plan;147880543;110;2007;ABD;Andy Fickman;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1176;Resident Evil: Extinction;147717833;94;2007;Multi Nation;Russell Mulcahy;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1177;Music and Lyrics;145896422;105;2007;ABD;Marc Lawrence (i);0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1178;Blades of Glory;145710347;93;2007;ABD;"Josh Gordon
                                        ,                                                                                                                     Will Speck";0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1179;Bridge to Terabithia;137587063;96;2007;ABD;Gabor Csupo;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1180;Stardust;137515140;127;2007;Multi Nation;Matthew Vaughn;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1181;1408;132963417;104;2007;ABD;Mikael Håfström;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1182;Atonement;131016624;123;2007;Multi Nation;Joe Wright;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1183;Aliens vs. Predator: Requiem;130290885;94;2007;ABD;"Colin Strause
                                        ,                                                                                                                     Greg Strause";0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1184;The Heartbreak Kid;128453183;116;2007;ABD;"Bobby Farrelly
                                        ,                                                                                                                     Peter Farrelly";0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1185;Charlie Wilson's War;119483446;102;2007;ABD;Mike Nichols;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1186;Disturbia;118114220;105;2007;ABD;D.J. Caruso;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1187;Hitman;101276318;100;2007;Multi Nation;Xavier Gens;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1188;TMNT;95797812;87;2007;Multi Nation;Kevin Munroe;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1189;Shooter;95696996;124;2007;ABD;Antoine Fuqua;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1190;Michael Clayton;92991835;120;2007;ABD;Tony Gilroy;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1191;No Reservations;92601050;104;2007;Multi Nation;Scott Hicks;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1192;Fracture;92011561;113;2007;Multi Nation;Gregory Hoblit;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1193;Epic Movie;87238158;85;2007;ABD;"David Zucker
                                        ,                                                                                                                     Jason Friedberg
                                        ,                                                                                                                     Aaron Seltzer";0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1194;The Kingdom;87019158;110;2007;Multi Nation;Peter Berg;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1195;Zodiac;84785914;157;2007;ABD;David Fincher;1;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1196;Premonition;84146832;96;2007;ABD;Mennan Yapo;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1197;Hannibal Rising;82169884;121;2007;Multi Nation;Peter Webber;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1198;Hot Fuzz;80743363;121;2007;Multi Nation;Edgar Wright;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1199;The Number 23;77677553;98;2007;Multi Nation;Joel Schumacher;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1200;Next;77621983;96;2007;ABD;Lee Tamahori;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1201;There Will Be Blood;76181545;158;2007;ABD;Paul Thomas Anderson;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1202;Elizabeth: The Golden Age;75782758;114;2007;Multi Nation;Shekhar Kapur;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1203;Dragon Wars: D-War;75108817;90;2007;Güney Kore;Shim Hyung-rae;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1204;The Kite Runner;75011029;128;2007;Multi Nation;Marc Forster;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1205;Perfect Stranger;73534117;109;2007;ABD;James Foley;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1206;License to Wed;70181325;91;2007;Multi Nation;Ken Kwapis;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1207;The Brave One;69787394;122;2007;ABD;Neil Jordan;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1208;Because I Said So;69485490;102;2007;ABD;Michael Lehmann;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1209;Mr. Magorium's Wonder Emporium;69474661;93;2007;Multi Nation;Zach Helm;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1210;August Rush;66122026;114;2007;ABD;Kirsten Sheridan;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1211;Underdog;65270477;81;2007;ABD;Frederik Du Chau;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1212;28 Weeks Later;65048678;100;2007;Multi Nation;Juan Carlos Fresnadillo;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1213;The Reaping;62771059;99;2007;ABD;Stephen Hopkins;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1214;Good Luck Chuck;59768495;101;2007;Multi Nation;Mark Helfrich;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1215;The Mist;57470220;126;2007;ABD;Frank Darabont;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1216;Smokin' Aces;57232879;109;2006;Multi Nation;Joe Carnahan;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1217;Into the Wild;56674477;148;2007;ABD;Sean Penn;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1218;Eastern Promises;56106607;101;2007;Multi Nation;David Cronenberg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1219;The Messengers;55010659;90;2007;ABD;"Oxide Pang Chun
                                        ,                                                                                                                     Danny Pang";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1220;Mr. Brooks;48443734;120;2007;ABD;Bruce A. Evans;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1221;The Nanny Diaries;47817020;106;2007;ABD;"Shari Springer Berman
                                        ,                                                                                                                     Robert Pulcini";0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1222;Death at a Funeral;46789413;90;2007;Multi Nation;Frank Oz;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1223;Death at a Funeral;46789413;92;2010;ABD;Neil LaBute;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1224;Death at a Funeral;49050886;90;2007;Multi Nation;Frank Oz;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1225;Death at a Funeral;49050886;92;2010;ABD;Neil LaBute;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1226;Freedom Writers;43095175;123;2007;Multi Nation;Richard LaGravenese;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1227;Breach;40953935;110;2007;Multi Nation;Billy Ray;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1228;War;40481352;103;2007;Multi Nation;Philip G. Atwell;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1229;War;67179155;103;2007;Multi Nation;Philip G. Atwell;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1230;The Invasion;40170558;99;2007;Multi Nation;"Oliver Hirschbiegel
                                        ,                                                                                                                     James McTeigue";0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1231;Om Shanti Om;39990809;162;2007;Hindistan;Farah Khan;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1232;The Hills Have Eyes 2;37697773;89;2007;ABD;Martin Weisz;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1233;Becoming Jane;37311672;118;2007;?ngiltere;Julian Jarrold;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1234;Sicko;36093504;123;2007;ABD;Michael Moore;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1235;Hostel: Part II;35728183;93;2007;ABD;Eli Roth;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1236;Vacancy;35442935;85;2007;ABD;Nimród Antal;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1237;The Darjeeling Limited;35078918;92;2007;ABD;Wes Anderson;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1238;Gone Baby Gone;34612443;113;2007;ABD;Ben Affleck;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1239;Mr. Woodcock;33683200;87;2007;ABD;Craig Gillespie;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1240;Awake;32730062;84;2007;ABD;Joby Harold;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1241;88 Minutes;32593385;108;2007;ABD;Jon Avnet;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1242;Alpha Dog;32351125;122;2006;Multi Nation;Nick Cassavetes;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1243;Amazing Grace;32120360;111;2006;Multi Nation;Michael Apted;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1244;The Seeker: The Dark Is Rising;31852619;94;2007;ABD;David L. Cunningham;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1245;Pathfinder;30984583;99;2007;ABD;Marcus Nispel;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1246;Nancy Drew;30666930;99;2007;ABD;Andrew Fleming;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1247;The Great Debaters;30236407;126;2007;ABD;Denzel Washington;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1248;St. Trinian's;29066483;101;2007;?ngiltere;"Barnaby Thompson
                                        ,                                                                                                                     Oliver Parker";0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1249;The Last Mimzy;27308918;94;2007;ABD;Robert Shaye;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1250;Rendition;27066382;120;2007;ABD;Gavin Hood;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1251;The Hitcher;25399945;84;2007;ABD;Dave Meyers;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1252;The Last Legion;25303038;102;2007;Multi Nation;Doug Lefler;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1253;Georgia Rule;25000167;113;2007;ABD;Garry Marshall;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1254;Persepolis;22783978;95;2007;Multi Nation;"Vincent Paronnaud
                                        ,                                                                                                                     Marjane Satrapi";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1255;Cassandra's Dream;22686378;108;2007;Multi Nation;Woody Allen;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1256;Dead Silence;22382047;89;2007;ABD;James Wan;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1257;Reign Over Me;22242388;124;2007;ABD;Mike Binder;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1258;Waitress;22240529;108;2007;ABD;Adrienne Shelly;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1259;My Blueberry Nights;22007671;95;2007;Multi Nation;Kar-Wai Wong;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1260;Chak De! India;21505244;148;2007;Multi Nation;Shimit Amin;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1261;Penelope;21156270;103;2006;Multi Nation;Mark Palansky;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1262;Once;20936722;86;2007;?rlanda;John Carney;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1263;Evening;20016753;117;2007;ABD;Lajos Koltai;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1264;A Mighty Heart;19008745;100;2007;Multi Nation;Michael Winterbottom;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1265;The Dark Knight;1003845358;152;2008;Multi Nation;Christopher Nolan;1;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1266;Indiana Jones and the Kingdom of the Crystal Skull;790653942;122;2008;ABD;Steven Spielberg;1;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1267;Kung Fu Panda;631744560;92;2008;ABD;"Mark Osborne
                                        ,                                                                                                                     John Stevenson";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1268;Hancock;629443428;92;2008;ABD;Peter Berg;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1269;Madagascar: Escape 2 Africa;603900354;89;2008;ABD;"Eric Darnell
                                        ,                                                                                                                     Tom McGrath";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1270;Quantum of Solace;589580482;106;2008;Multi Nation;Marc Forster;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1271;Iron Man;585366247;127;2008;ABD;Jon Favreau;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1272;The Chronicles of Narnia: Prince Caspian;419665568;150;2008;Multi Nation;Andrew Adamson;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1273;Slumdog Millionaire;378410113;120;2008;?ngiltere;"Danny Boyle
                                        ,                                                                                                                     Loveleen Tandan";0;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1274;Wanted;342463063;110;2008;Multi Nation;Timur Bekmambetov;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1275;Bolt;309979994;96;2008;ABD;"Chris Williams
                                        ,                                                                                                                     Byron Howard";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1276;Gran Torino;269958228;116;2008;Multi Nation;Clint Eastwood;1;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1277;The Incredible Hulk;264770996;113;2008;ABD;Louis Leterrier;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1278;Marley & Me;255743093;115;2008;ABD;David Frankel;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1279;High School Musical 3: Senior Year;252909177;117;2008;ABD;Kenny Ortega;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1280;Get Smart;230685453;110;2008;ABD;Peter Segal;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1281;Taken;226837760;94;2008;Multi Nation;Pierre Morel;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1282;Jumper;225132113;88;2008;Multi Nation;Doug Liman;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1283;Yes Man;223241637;104;2008;ABD;Peyton Reed;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1284;Bedtime Stories;212874864;99;2008;ABD;Adam Shankman;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1285;Australia;211787511;165;2008;Multi Nation;Baz Luhrmann;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1286;Valkyrie;201545517;121;2008;Multi Nation;Bryan Singer;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1287;Tropic Thunder;195702811;107;2008;Multi Nation;Ben Stiller;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1288;Eagle Eye;178767383;118;2008;Multi Nation;D.J. Caruso;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1289;Cloverfield;172394180;85;2008;ABD;Matt Reeves;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1290;Seven Pounds;169748929;123;2008;ABD;Gabriele Muccino;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1291;The Spiderwick Chronicles;164170327;96;2008;ABD;Mark Waters;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1292;Four Christmases;164112721;88;2008;ABD;Seth Gordon;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1293;Burn After Reading;163728902;96;2008;Multi Nation;"Joel Coen
                                        ,                                                                                                                     Ethan Coen";1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1294;The Happening;163403799;91;2008;Multi Nation;M. Night Shyamalan;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1295;27 Dresses;162655351;111;2008;ABD;Anne Fletcher;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1296;21;159808370;123;2008;ABD;Robert Luketic;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1297;Vantage Point;152039882;90;2008;Multi Nation;Pete Travis;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1298;Step Up 2: The Streets;150816700;98;2008;ABD;John Chu;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1299;Beverly Hills Chihuahua;149292488;91;2008;ABD;Raja Gosnell;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1300;The Forbidden Kingdom;128779982;104;2008;Multi Nation;Rob Minkoff;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1301;Step Brothers;128107642;98;2008;ABD;Adam McKay;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1302;Changeling;113398237;141;2008;ABD;Clint Eastwood;1;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1303;Fool's Gold;111231041;112;2008;ABD;Andy Tennant;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1304;Transporter 3;108979549;104;2008;Multi Nation;Olivier Megaton;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1305;The Reader;108902486;124;2008;Multi Nation;Stephen Daldry;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1306;Forgetting Sarah Marshall;105833257;111;2008;ABD;Nicholas Stoller;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1307;Pineapple Express;101624843;111;2008;ABD;David Gordon Green;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1308;Nim's Island;100104565;96;2008;ABD;"Jennifer Flackett
                                        ,                                                                                                                     Mark Levin";0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1309;Vicky Cristina Barcelona;96409300;96;2008;Multi Nation;Woody Allen;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1310;Speed Racer;93945766;135;2008;Multi Nation;"Lilly Wachowski
                                        ,                                                                                                                     Lana Wachowski";0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1311;Role Models;92649419;99;2008;ABD;David Wain;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1312;Max Payne;87066930;100;2008;Multi Nation;John Moore;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1313;Nights in Rodanthe;84375346;97;2008;Multi Nation;George C. Wolfe;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1314;The Strangers;82410456;86;2008;ABD;Bryan Bertino;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1315;Righteous Kill;78460699;101;2008;ABD;Jon Avnet;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1316;The Other Boleyn Girl;78199679;115;2008;Multi Nation;Justin Chadwick;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1317;Mirrors;78094714;111;2008;Multi Nation;Alexandre Aja;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1318;Death Race;76014335;105;2008;Multi Nation;Paul W.S. Anderson;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1319;Revolutionary Road;75981180;119;2008;Multi Nation;Sam Mendes;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1320;Babylon A.D.;72109200;101;2008;Multi Nation;Mathieu Kassovitz;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1321;Superhero Movie;71538062;85;2008;ABD;Craig Mazin;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1322;The House Bunny;70439696;97;2008;ABD;Fred Wolf;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1323;Star Wars: The Clone Wars;68282844;99;2008;ABD;Dave Filoni;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1324;Street Kings;66476363;109;2008;ABD;David Ayer;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1325;The Bank Job;64822796;112;2008;Multi Nation;Roger Donaldson;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1326;Inkheart;62803180;106;2008;ABD;Iain Softley;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1327;Prom Night;57197876;88;2008;Multi Nation;Nelson Mccormick;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1328;Definitely, Maybe;55990299;112;2008;Multi Nation;Adam Brooks;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1329;Milk;54589558;128;2008;ABD;Gus Van Sant;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1330;Untraceable;52933513;101;2008;ABD;Gregory Hoblit;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1331;Doubt;51699984;104;2008;ABD;John Patrick Shanley;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1332;College Road Trip;51549674;83;2008;ABD;Roger Kumble;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1333;Meet Dave;51339567;90;2008;ABD;Brian Robbins;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1334;Defiance;51262751;137;2008;ABD;Edward Zwick;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1335;The Women;50007546;114;2008;ABD;Diane English;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1336;Drillbit Taylor;49944325;102;2008;ABD;Steven Brill;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1337;The Hurt Locker;49230772;131;2008;ABD;Kathryn Bigelow;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1338;Shutter;48555306;85;2008;ABD;Masayuki Ochiai;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1339;Shutter;48555306;97;2004;Tayland;"Parkpoom Wongpoom
                                        ,                                                                                                                     Banjong Pisanthanakun";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1340;The Wrestler;44734660;109;2008;Multi Nation;Darren Aronofsky;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1341;The Duchess;43343384;110;2008;Multi Nation;Saul Dibb;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1342;Bangkok Dangerous;42487390;99;2008;Multi Nation;"Oxide Pang Chun
                                        ,                                                                                                                     Danny Pang";0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1343;Never Back Down;41627431;115;2008;ABD;Jeff Wadlow;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1344;My Best Friend's Girl;41624687;101;2008;ABD;Howard Deutch;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1345;Quarantine;41319906;89;2008;Multi Nation;John Erick Dowdle;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
