;Name;Worldwide;Domestic;Duration;Year;Country;Director;Top_Director;Director_Category;Continent_ABD;Continent_Asia;Continent_Australia;Continent_Europe;Continent_Multi Nation;Continent_North America;MovieType_Aile;MovieType_Aksiyon;MovieType_Animasyon;MovieType_Belgesel;MovieType_Bilim Kurgu;MovieType_Dram;MovieType_Fantastik;MovieType_Gerilim;MovieType_Gizem;MovieType_Komedi;MovieType_Korku;MovieType_Macera;MovieType_Savas
124;The Flintstones in Viva Rock Vegas;59468275;35268275;90;2000;ABD;Brian Levant;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
125;Pay It Forward;55707411;33519628;122;2000;ABD;Mimi Leder;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
126;Pitch Black;53187659;39240659;108;2000;ABD;David Twohy;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
127;The Replacements;50054511;44737059;118;2000;ABD;Howard Deutch;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
128;Almost Famous;47383689;32534850;124;2000;ABD;Cameron Crowe;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
129;The Watcher;47267829;28946615;96;2000;ABD;Joe Charbanic;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
130;High Fidelity;47126295;27287137;113;2000;Multi Nation;Stephen Frears;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
131;Dracula 2000;47053625;33022767;99;2000;ABD;Patrick Lussier;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
132;The Gift;44567606;12008642;111;2000;ABD;Sam Raimi;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
133;The Gift;58978653;43787265;111;2000;ABD;Sam Raimi;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
134;The Legend of Bagger Vance;39459427;30919168;126;2000;ABD;Robert Redford;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
135;American Psycho;34266564;15070285;102;2000;Multi Nation;Mary Harron;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
136;Dungeons & Dragons;33978694;15391970;107;2000;ABD;Courtney Solomon;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
137;Red Planet;33463969;17480890;106;2000;Multi Nation;Antony Hoffman;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
138;Reindeer Games;32168970;23368995;124;2000;ABD;John Frankenheimer;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
139;The Little Vampire;27965865;13572400;95;2000;Multi Nation;Uli Edel;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
140;Quills;17989227;7065332;124;2000;Multi Nation;Philip Kaufman;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
141;Bait;15471969;15325127;93;2012;Avustralya;"Russell Mulcahy
                                        ,                                                                                                                     Kimble Rendall";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
142;Bait;32813407;;93;2012;Avustralya;"Russell Mulcahy
                                        ,                                                                                                                     Kimble Rendall";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
143;Gossip;12591270;5108820;90;2000;ABD;Davis Guggenheim;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
144;Before Night Falls;8527517;4242892;134;2000;Multi Nation;Julian Schnabel;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
145;Mohabbatein;4279351;1070000;216;2000;Hindistan;Aditya Chopra;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
146;Harry Potter and the Sorcerer's Stone;974755371;317575550;159;2001;Multi Nation;Chris Columbus;0;3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
147;The Lord of the Rings: The Fellowship of the Ring;880839846;313364114;228;2001;ABD;Peter Jackson;1;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
148;Shrek;484409218;267665011;90;2001;ABD;"Andrew Adamson
                                        ,                                                                                                                     Vicky Jenson";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
149;Ocean's Eleven;450717150;183417150;116;2001;ABD;Steven Soderbergh;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
150;Pearl Harbor;449220945;198542554;183;2001;ABD;Michael Bay;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
151;The Mummy Returns;433013274;202019785;130;2001;ABD;Stephen Sommers;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
152;Jurassic Park III;368780809;181171875;92;2001;ABD;Joe Johnston;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
153;Hannibal;351692268;165092268;131;2001;Multi Nation;Ridley Scott;1;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
154;Rush Hour 2;347325802;226164286;90;2001;ABD;Brett Ratner;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
155;A Beautiful Mind;313542341;170742341;135;2001;ABD;Ron Howard;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
156;American Pie 2;287553595;145103595;108;2001;ABD;James B. Rogers;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
157;Bridget Jones's Diary;281929795;71543427;97;2001;Multi Nation;Sharon Maguire;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
158;Lara Croft: Tomb Raider;274703340;131168070;100;2001;Multi Nation;Simon West;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
159;A.I. Artificial Intelligence;235926552;78616689;146;2001;ABD;Steven Spielberg;1;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
160;The Others;209947037;96522687;101;2001;Multi Nation;Alejandro Amenábar;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
161;Vanilla Sky;203388341;100618344;136;2001;Multi Nation;Cameron Crowe;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
162;Atlantis: The Lost Empire;186053725;84056472;95;2001;ABD;"Gary Trousdale
                                        ,                                                                                                                     Kirk Wise";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
163;Dr. Dolittle 2;176104344;112952899;87;2001;ABD;Steve Carr;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
164;Black Hawk Down;172989651;108638745;145;2001;Multi Nation;Ridley Scott;1;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
165;The Princess Diaries;165335153;108248956;115;2001;ABD;Garry Marshall;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
166;Spy Kids;147934180;112719001;88;2001;ABD;Robert Rodriguez;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
167;The Mexican;147845033;66845033;123;2001;Multi Nation;Gore Verbinski;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
168;Swordfish;147080413;69772969;99;2001;Multi Nation;Dominic Sena;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
169;Spy Game;143049560;62362560;126;2001;Multi Nation;Tony Scott;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
170;Legally Blonde;141774679;96520674;96;2001;ABD;Robert Luketic;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
171;Scary Movie 2;141220678;71308997;83;2001;Multi Nation;Keenen Ivory Wayans;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
172;Shallow Hal;141069860;70839203;114;2001;ABD;"Bobby Farrelly
                                        ,                                                                                                                     Peter Farrelly";0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
173;America's Sweethearts;138307673;93607673;102;2001;ABD;Joe Roth;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
174;A Knight's Tale;117487473;56569702;132;2001;ABD;"Brian Helgeland
                                        ,                                                                                                                     Brain Spicer";0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
175;The Score;113579918;71107711;124;2001;Multi Nation;Frank Oz;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
176;Training Day;104876233;76631907;122;2001;ABD;Antoine Fuqua;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
177;Jimmy Neutron: Boy Genius;102992536;80936232;83;2001;ABD;John A. Davis;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
178;I Am Sam;97818139;40311852;132;2001;ABD;Jessie Nelson;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
179;The Wedding Planner;94728529;60400856;103;2001;Multi Nation;Adam Shankman;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
180;Behind Enemy Lines;91753202;58856790;106;2001;ABD;John Moore;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
181;Ali;87713825;58203105;157;2001;Multi Nation;Michael Mann;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
182;Rat Race;85498534;56618055;112;2001;Multi Nation;Jerry Zucker;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
183;The Animal;84772742;57743062;84;2001;ABD;Luke Greenfield;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
184;Blow;83282296;52990775;124;2001;ABD;Ted Demme;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
185;Exit Wounds;79958599;51758599;101;2001;Multi Nation;Andrzej Bartkowiak;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
186;Serendipity;77516304;50294317;90;2001;ABD;Peter Chelsom;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
187;Kate & Leopold;76019048;47121859;118;2001;ABD;James Mangold;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
188;From Hell;74558115;31602566;122;2001;Multi Nation;"Albert Hughes
                                        ,                                                                                                                     Allen Hughes";0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
189;The One;72689126;43905746;87;2001;ABD;James Wong;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
190;The Royal Tenenbaums;71441250;52364010;110;2001;ABD;Wes Anderson;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
191;Thir13en Ghosts;68467960;41867960;91;2001;ABD;Steve Beck;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
192;Bandits;67631903;41575141;123;2001;ABD;Barry Levinson;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
193;Not Another Teen Movie;66468332;38252284;89;2001;ABD;Joel Gallen;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
194;Sweet November;65754228;25288103;119;2001;ABD;Pat O'Connor;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
195;K-PAX;65001485;50338485;120;2001;Multi Nation;Iain Softley;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
196;Kiss of the Dragon;64437847;36845124;98;2001;Multi Nation;Chris Nahon;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
197;Captain Corelli's Mandolin;62112895;25543895;131;2001;Multi Nation;John Madden;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
198;Zoolander;60780981;45172250;90;2001;Multi Nation;Ben Stiller;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
199;Jeepers Creepers;59217789;37904175;90;2001;Multi Nation;Victor Salva;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
200;Heartbreakers;57756408;40336607;123;2001;ABD;David Mirkin;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
201;15 Minutes;56359980;24403552;120;2001;Multi Nation;John Herzfeld;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
202;Driven;54744738;32720065;116;2001;Multi Nation;Renny Harlin;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
203;Monster's Ball;44909486;31273922;113;2001;ABD;Marc Forster;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
204;Hardball;44102389;40222729;106;2001;Multi Nation;Brian Robbins;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
205;Shaolin Soccer;42776760;489600;113;2001;Hong Kong;Stephen Chow;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
206;Black Knight;39976235;33426971;95;2001;ABD;Gil Junger;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
207;Memento;39723096;25544867;113;2000;ABD;Christopher Nolan;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
208;Someone Like You;38689940;27343067;97;2001;ABD;Tony Goldwyn;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
209;The Majestic;37317558;27807266;152;2001;ABD;Frank Darabont;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
210;Valentine;36684136;20384136;96;2001;ABD;Jamie Blanks;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
211;Joy Ride;36642838;21974919;97;2001;ABD;John Dahl;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
212;Joy Ride;15782536;12897789;97;2001;ABD;John Dahl;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
213;Original Sin;35402320;16534221;118;2001;Multi Nation;Michael Cristofer;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
214;How High;31283740;31178740;93;2001;ABD;Jesse Dylan;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
215;The Last Castle;27642707;18244060;131;2001;ABD;"Rod Lurie
                                        ,                                                                                                                     David Scarpa";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
216;Amores Perros;20908467;5408467;154;2000;Meksika;Alejandro González Iñárritu;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
217;Mulholland Drive;20117339;7220243;147;2001;Multi Nation;David Lynch;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
218;Rock Star;19334145;17008282;105;2001;ABD;Stephen Herek;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
219;The Man Who Wasn't There;18916623;7504257;116;2001;Multi Nation;"Joel Coen
                                        ,                                                                                                                     Ethan Coen";1;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
220;Jason X;16951798;13121555;91;2001;ABD;James Isaac;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
221;Just Visiting;16176732;4781539;88;2001;Multi Nation;Jean-Marie Poiré;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
222;American Outlaws;13678913;13342790;94;2001;ABD;Les Mayfield;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
223;Vidocq;13240767;;98;2001;Fransa;Pitof;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
224;Head Over Heels;13127022;10424470;86;2001;ABD;Mark Waters;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
225;Head Over Heels;18876082;;86;2001;ABD;Mark Waters;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
226;The Experiment;11455141;;96;2010;ABD;Paul Scheuring;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
227;Wasabi;10366360;97220;94;2001;Multi Nation;Gérard Krawczyk;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
228;The Hole;7644361;;92;2009;ABD;"Joe Dante
                                        ,                                                                                                                     Robert Cavanah";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
229;The Hole;7644361;;102;2001;?ngiltere;Nick Hamm;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
230;Mean Machine;7310206;92770;101;2001;?ngiltere;Barry Skolnick;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
231;Chaos;6042938;;106;2005;Multi Nation;Tony Giglio;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
232;The Lord of the Rings: The Two Towers;936689735;339789881;235;2002;ABD;Peter Jackson;1;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
233;Harry Potter and the Chamber of Secrets;878979634;261988482;175;2002;Multi Nation;Chris Columbus;0;3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
234;Spider-Man;821708551;403706375;189;2002;ABD;Sam Raimi;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
235;Die Another Day;431971116;160942139;133;2002;Multi Nation;Lee Tamahori;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
236;Signs;408247917;227966634;106;2002;ABD;M. Night Shyamalan;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
237;Ice Age;383257136;176387405;81;2002;ABD;"Carlos Saldanha
                                        ,                                                                                                                     Chris Wedge";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
238;My Big Fat Greek Wedding;368744044;241438208;95;2002;Multi Nation;Joel Zwick;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
239;Minority Report;358372926;132072926;145;2002;ABD;Steven Spielberg;1;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
240;Catch Me If You Can;352114312;164615351;190;2002;ABD;Steven Spielberg;1;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
241;Chicago;306776732;170687518;113;2002;Multi Nation;Rob Marshall;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
242;xXx;277448382;142109382;124;2002;ABD;Rob Cohen;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
243;Scooby-Doo;275650703;153294164;88;2002;ABD;Raja Gosnell;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
244;Lilo & Stitch;273144151;145794338;85;2002;ABD;"Chris Sanders
                                        ,                                                                                                                     Dean DeBlois";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
245;The Ring;249348933;129128133;115;2002;Multi Nation;Gore Verbinski;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
246;8 Mile;242875078;116750901;111;2002;Multi Nation;Curtis Hanson;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
247;The Bourne Identity;214034224;121661683;119;2002;Multi Nation;Doug Liman;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
248;Red Dragon;209196298;93149898;124;2002;Multi Nation;Brett Ratner;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
249;Two Weeks Notice;199043242;93354851;101;2002;ABD;Marc Lawrence (i);0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
250;Panic Room;196397415;96397334;111;2002;ABD;David Fincher;1;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
251;Sweet Home Alabama;180622424;127223418;108;2002;ABD;Andy Tennant;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
252;The Scorpion King;178799308;91047077;92;2002;Multi Nation;Chuck Russell;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
253;Mr. Deeds;171269535;126293452;96;2002;ABD;Steven Brill;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
254;Stuart Little 2;169956806;64956806;78;2002;ABD;Rob Minkoff;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
255;Blade II;155010032;82348319;117;2002;ABD;Guillermo del Toro;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
256;The Time Machine;123729176;56832494;96;2002;ABD;Simon Wells;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
257;The Pianist;120072577;32572577;150;2002;Multi Nation;Roman Polanski;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
258;Unfaithful;119137784;52775765;124;2002;Multi Nation;Adrian Lyne;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
259;Snow Dogs;115035090;81172560;99;2002;Multi Nation;Brian Levant;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
260;We Were Soldiers;114660784;78122718;138;2002;Multi Nation;Randall Wallace;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
261;Insomnia;113714830;67355513;118;2002;ABD;Christopher Nolan;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
262;Treasure Planet;109578115;38176783;95;2002;ABD;"Ron Clements
                                        ,                                                                                                                     John Musker";0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
263;The Hours;108846072;41675994;114;2002;Multi Nation;Stephen Daldry;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
264;About Schmidt;105834556;65016287;125;2002;ABD;Alexander Payne;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
265;The Tuxedo;104391623;50547998;98;2002;ABD;Kevin Donovan;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
266;Resident Evil;102984862;40119709;100;2002;Multi Nation;Paul W.S. Anderson;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
267;John Q;102244770;71756802;116;2002;ABD;Nick Cassavetes;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
268;40 Days and 40 Nights;95146283;37950822;94;2002;Multi Nation;Michael Lehmann;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
269;Changing Lanes;94935764;66818548;99;2002;ABD;Roger Michell;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
270;28 Days Later;82719885;45064915;113;2002;?ngiltere;Danny Boyle;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
271;Jackass: The Movie;79493831;64255312;88;2002;ABD;Jeff Tremaine;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
272;Collateral Damage;78382433;40077257;108;2002;ABD;Andrew Davis;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
273;Showtime;77741732;38082712;95;2002;Multi Nation;Tom Dey;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
274;Windtalkers;77628265;40914068;134;2002;ABD;John Woo;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
275;Bend It Like Beckham;76583333;32543449;112;2002;Multi Nation;Gurinder Chadha;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
276;The Sweetest Thing;68696770;24718164;84;2002;ABD;Roger Kumble;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
277;Ghost Ship;68349884;30113491;91;2002;Multi Nation;Steve Beck;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
278;K-19: The Widowmaker;65716126;35168966;138;2002;Multi Nation;Kathryn Bigelow;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
279;High Crimes;63781810;41543917;115;2002;ABD;Carl Franklin;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
280;Frida;56298474;25885000;123;2002;Multi Nation;Julie Taymor;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
281;The Mothman Prophecies;55157539;35746370;119;2002;ABD;Mark Pellington;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
282;Analyze That;55003135;32130627;96;2002;ABD;Harold Ramis;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
283;The Hot Chick;54639553;35081594;104;2002;ABD;Tom Brady;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
284;Big Fat Liar;52970014;48360547;88;2002;ABD;Shawn Levy;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
285;Dragonfly;52323400;30323400;104;2002;Multi Nation;Tom Shadyac;0;3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
286;Blue Crush;51843679;40390647;104;2002;Multi Nation;John Stockwell;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
287;Enough;51806184;40007742;114;2002;ABD;;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
288;I Spy;51386477;33561137;97;2002;ABD;Betty Thomas;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
289;The Transporter;43928932;25296447;92;2002;Multi Nation;Corey Yuen;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
290;Clockstoppers;38793283;36989956;94;2002;ABD;Jonathan Frakes;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
291;Halloween: Resurrection;37664855;30354442;94;2002;ABD;Rick Rosenthal;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
292;Darkness;33988736;22163442;102;2002;Multi Nation;Jaume Balagueró;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
293;Adaptation.;32801173;22498520;115;2002;ABD;Spike Jonze;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
294;Hart's War;32287044;19077641;125;2002;ABD;Gregory Hoblit;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
295;The New Guy;31167388;29760152;88;2002;ABD;Ed Decter;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
