;Unnamed: 0;Name;Duration;Year;Country;Worldwide;Scenarist;Date;Month;Season;Director;Top_Director;Director_Category;DirectorRevenueRange;MovieType_Aile;MovieType_Aksiyon;MovieType_Animasyon;MovieType_Belgesel;MovieType_Bilim Kurgu;MovieType_Dram;MovieType_Fantastik;MovieType_Gerilim;MovieType_Gizem;MovieType_Komedi;MovieType_Korku;MovieType_Macera;MovieType_Western
594;694;Anger Management;106;2003;ABD;195745823;David Dorfman;20 Haziran 2003;Haziran;summer;Peter Segal;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
596;696;Crash;112;2004;Multi Nation;2664812;"Paul Haggis
                                        ";24 Haziran 2005;Haziran;summer;Paul Haggis;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
599;699;A Lot Like Love;107;2005;ABD;42886719;Colin Patrick Lynch;27 May?s 2005;May?s;spring;Nigel Cole;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
602;702;Sanctum;108;2011;Multi Nation;108609310;"Andrew Wight
                                        ";4 ?ubat 2011;?ubat;winter;Alister Grierson;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
603;703;Poseidon;98;2006;ABD;181674817;Mark Protosevich;23 Haziran 2006;Haziran;summer;Wolfgang Petersen;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
606;707;Ghosts of Girlfriends Past;115;2009;ABD;102366815;"Jon Lucas
                                        ";24 Temmuz 2009;Temmuz;summer;Mark Waters;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0
607;709;Collateral;120;2004;ABD;220239925;"Michael Mann
                                        ";15 Ekim 2004;Ekim;autumn;Michael Mann;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
608;711;Ted;107;2012;ABD;549368315;"Seth MacFarlane
                                        ";21 Eylül 2012;Eylül;autumn;Seth MacFarlane;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
609;712;The Exorcism Of Emily Rose;122;2005;ABD;145166804;"Scott Derrickson
                                        ";2 Aral?k 2005;Aral?k;winter;Scott Derrickson;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
610;714;The Three Musketeers;110;2011;Multi Nation;53898845;"Alex Litvak
                                        ";14 Ekim 2011;Ekim;autumn;Paul W.S. Anderson;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
611;715;Evan Almighty;96;2007;ABD;174440724;"Joel Cohen
                                        ";17 A?ustos 2007;A?ustos;summer;Tom Shadyac;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
613;718;The Patriot;165;2000;Multi Nation;215294342;Robert Rodat;11 A?ustos 2000;A?ustos;summer;Roland Emmerich;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
614;719;The Wolf of Wall Street;180;2013;ABD;392000694;Terence Winter;7 ?ubat 2014;?ubat;winter;Martin Scorsese;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
615;720;District B13;84;2004;Fransa;10976892;"Luc Besson
                                        ";4 Kas?m 2004;Kas?m;autumn;Pierre Morel;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
616;721;The Great Gatsby;143;2013;Multi Nation;353641895;"Baz Luhrmann
                                        ";17 May?s 2013;May?s;spring;Baz Luhrmann;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
617;722;Rango;107;2011;ABD;245724603;"John Logan
                                        ";4 Mart 2011;Mart;spring;Gore Verbinski;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
618;723;Freddy vs. Jason;97;2003;ABD;116632628;"Wes Craven
                                        ";26 Mart 2004;Mart;spring;Ronny Yu;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
620;725;Charlie St. Cloud;99;2010;ABD;48190704;"Craig Pearce
                                        ";24 Eylül 2010;Eylül;autumn;Burr Steers;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
622;727;Surrogates;89;2009;ABD;122444772;"Michael Ferris
                                        ";25 Eylül 2009;Eylül;autumn;Jonathan Mostow;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
623;728;American Pie 2;108;2001;ABD;287553595;"Adam Herz
                                        ";12 Ekim 2001;Ekim;autumn;James B. Rogers;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
626;731;Quantum of Solace;106;2008;Multi Nation;589580482;"Neal Purvis
                                        ";7 Kas?m 2008;Kas?m;autumn;Marc Forster;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
627;732;Thir13en Ghosts;91;2001;ABD;68467960;"Robb White
                                        ";25 Ocak 2002;Ocak;winter;Steve Beck;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
628;733;Bad Teacher;92;2011;ABD;216197492;"Lee Eisenberg
                                        ";9 Eylül 2011;Eylül;autumn;Jake Kasdan;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0
630;735;Beowulf;115;2007;ABD;196393745;"Roger Avary
                                        ";30 Kas?m 2007;Kas?m;autumn;Robert Zemeckis;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
631;736;How To Lose A Guy in 10 Days;116;2003;ABD;177502387;"Kristen Buckley
                                        ";25 Nisan 2003;Nisan;spring;Donald Petrie;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
633;739;The Scorpion King;92;2002;Multi Nation;178799308;"Jonathan Hales
                                        ";26 Nisan 2002;Nisan;spring;Chuck Russell;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
636;742;The Reaping;99;2007;ABD;62771059;"Carey W. Hayes
                                        ";27 Nisan 2007;Nisan;spring;Stephen Hopkins;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
638;745;Mad Max: Fury Road;121;2015;Multi Nation;379436354;"George Miller
                                        ";15 May?s 2015;May?s;spring;George Miller;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
639;746;The Imaginarium Of Doctor Parnassus;123;2009;Multi Nation;61808775;"Terry Gilliam
                                        ";2 Nisan 2010;Nisan;spring;Terry Gilliam;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
642;750;Mulholland Drive;147;2001;Multi Nation;20117339;David Lynch;16 Ekim 2020;Ekim;autumn;David Lynch;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
643;751;Blow;124;2001;ABD;83282296;David McKenna;21 Eylül 2001;Eylül;autumn;Ted Demme;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
644;752;Monster House;90;2006;ABD;141861243;"Dan Harmon
                                        ";4 A?ustos 2006;A?ustos;summer;Gil Kenan;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
645;753;Marley & Me;115;2008;ABD;255743093;"Scott Frank
                                        ";3 Nisan 2009;Nisan;spring;David Frankel;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
646;754;The Revenant;157;2015;Multi Nation;532950503;"Alejandro González Iñárritu
                                        ";22 Ocak 2016;Ocak;winter;Alejandro González Iñárritu;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
648;756;Dead Silence;89;2007;ABD;22382047;"Leigh Whannell
                                        ";16 Mart 2007;Mart;spring;James Wan;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0
650;758;Journey 2: The Mysterious Island;94;2012;ABD;335260290;"Richard Outten
                                        ";9 Mart 2012;Mart;spring;Eric Brevig;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
651;759;The Fault in Our Stars;126;2014;ABD;307166834;"Scott Neustadter
                                        ";27 Haziran 2014;Haziran;summer;Josh Boone;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
652;760;Immortals;110;2011;ABD;226904017;"Charley Parlapanides
                                        ";11 Kas?m 2011;Kas?m;autumn;Tarsem Singh;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
653;761;Bridget Jones's Diary;97;2001;Multi Nation;281929795;Helen Fielding;26 Ekim 2001;Ekim;autumn;Sharon Maguire;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
654;762;Transformers: Age of Extinction;165;2014;ABD;1104054072;Ehren Kruger;27 Haziran 2014;Haziran;summer;Michael Bay;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0
655;763;Battleship;131;2012;Multi Nation;303025485;"Erich Hoeber
                                        ";20 Nisan 2012;Nisan;spring;Peter Berg;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
657;766;Casanova;112;2005;ABD;37691644;"Jeffrey Hatcher
                                        ";31 Mart 2006;Mart;spring;Lasse Hallström;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
658;769;Persepolis;95;2007;Multi Nation;22783978;"Vincent Paronnaud
                                        ";26 Ekim 2007;Ekim;autumn;Vincent Paronnaud;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
663;776;The Life Of David Gale;130;2003;Multi Nation;38955598;Charles Randolph;12 Aral?k 2003;Aral?k;winter;Alan Parker;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
664;777;Alvin and the Chipmunks;91;2007;ABD;365352546;"Jon Vitti
                                        ";14 Aral?k 2007;Aral?k;winter;Tim Hill;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
665;778;Watchmen;163;2009;ABD;185382813;"David Hayter
                                        ";6 Mart 2009;Mart;spring;Zack Snyder;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
666;779;Just My Luck;103;2006;ABD;38159905;"I. Marlene King
                                        ";27 Nisan 2007;Nisan;spring;Donald Petrie;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
667;782;The Polar Express;100;2004;ABD;286000505;Robert Zemeckis;14 Ocak 2005;Ocak;winter;Robert Zemeckis;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
668;783;The Aviator;170;2004;Multi Nation;213719942;John Logan;18 ?ubat 2005;?ubat;winter;Martin Scorsese;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
670;785;Oblivion;124;2013;ABD;286168572;"Joseph Kosinski
                                        ";12 Nisan 2013;Nisan;spring;Joseph Kosinski;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0
680;800;The Happening;91;2008;Multi Nation;163403799;M. Night Shyamalan;13 Haziran 2008;Haziran;summer;M. Night Shyamalan;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
682;802;Hide And Seek;101;2005;ABD;123204920;Ari Schlossberg;1 Nisan 2005;Nisan;spring;John Polson;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0
683;804;You Don't Mess With The Zohan;112;2008;ABD;204313400;"Adam Sandler
                                        ";15 A?ustos 2008;A?ustos;summer;Dennis Dugan;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
684;805;Derailed;108;2005;Multi Nation;57479076;Stuart Beattie;26 May?s 2006;May?s;spring;Mikael Håfström;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
685;806;Gothika;98;2003;ABD;141591324;Sebastian Gutierrez;30 Ocak 2004;Ocak;winter;Mathieu Kassovitz;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0
688;810;Chaos;106;2005;Multi Nation;6042938;Tony Giglio;7 Nisan 2007;Nisan;spring;Tony Giglio;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
691;815;Enchanted;107;2007;ABD;340487652;Bill Kelly;21 Aral?k 2007;Aral?k;winter;Kevin Lima;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
693;818;Priest;87;2011;ABD;4165845;"Cory Goodman
                                        ";13 May?s 2011;May?s;spring;Scott Stewart;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
694;819;The Wolfman;102;2010;ABD;139789765;"Andrew Kevin Walker
                                        ";19 ?ubat 2010;?ubat;winter;Joe Johnston;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
695;822;Abraham Lincoln: Vampire Hunter;105;2012;ABD;116471580;Seth Grahame-Smith;17 A?ustos 2012;A?ustos;summer;Timur Bekmambetov;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
696;823;Mystic River;138;2003;ABD;156595191;Brian Helgeland;24 Ekim 2003;Ekim;autumn;Clint Eastwood;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
697;824;The Amazing Spider-Man 2;141;2014;ABD;708982323;"Alex Kurtzman
                                        ";25 Nisan 2014;Nisan;spring;Marc Webb;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
699;830;She's The Man;105;2006;ABD;57194667;"Ewan Leslie
                                        ";26 May?s 2006;May?s;spring;Andy Fickman;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
700;831;12 Years A Slave;134;2013;Multi Nation;187733202;"John Ridley
                                        ";24 Ocak 2014;Ocak;winter;Steve McQueen (i);0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
701;834;The Lizzie Mcguire Movie;94;2003;ABD;55534455;"Ed Decter
                                        ";26 Eylül 2003;Eylül;autumn;Jim Fall;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
703;836;The Girl With The Dragon Tattoo;152;2009;Multi Nation;104414200;"Nikolaj Arcel
                                        ";17 Eylül 2010;Eylül;autumn;Niels Arden Oplev;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
704;837;The Haunting in Connecticut;102;2009;ABD;77536359;"Tim Metcalfe
                                        ";12 Haziran 2009;Haziran;summer;Peter Cornwell;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
705;838;The Messengers;90;2007;ABD;55010659;"Mark Wheaton
                                        ";13 Nisan 2007;Nisan;spring;Oxide Pang Chun;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
707;840;Taking Lives;103;2004;ABD;65470529;Jon Bokenkamp;30 Temmuz 2004;Temmuz;summer;D.J. Caruso;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0
708;841;Up in The Air;110;2009;ABD;166842739;"Sheldon Turner
                                        ";15 Ocak 2010;Ocak;winter;Jason Reitman;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
710;843;A Christmas Carol;94;2009;ABD;325286646;Robert Zemeckis;20 Kas?m 2009;Kas?m;autumn;Robert Zemeckis;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
711;844;Cloud Atlas;172;2012;Multi Nation;130482868;"Tom Tykwer
                                        ";26 Ekim 2012;Ekim;autumn;Tom Tykwer;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
713;848;Legion;100;2010;ABD;67918658;"Scott Charles Stewart
                                        ";30 Nisan 2010;Nisan;spring;Scott Charles Stewart;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
717;852;Machete;105;2010;ABD;45491656;"Robert Rodriguez
                                        ";3 Eylül 2010;Eylül;autumn;Robert Rodriguez;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
720;855;Hugo;126;2011;Multi Nation;185770160;"John Logan
                                        ";2 Aral?k 2011;Aral?k;winter;Martin Scorsese;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
723;858;The Taking Of Pelham 123;106;2009;ABD;150166126;Brian Helgeland;31 Temmuz 2009;Temmuz;summer;Tony Scott;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
727;863;Midnight in Paris;94;2011;Multi Nation;151672318;Woody Allen;30 Eylül 2011;Eylül;autumn;Woody Allen;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
728;864;Red Dragon;124;2002;Multi Nation;209196298;Ted Tally;15 Kas?m 2002;Kas?m;autumn;Brett Ratner;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
729;866;The Imitation Game;113;2014;Multi Nation;233555708;Graham Moore;20 ?ubat 2015;?ubat;winter;Morten Tyldum;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
731;869;From Hell;122;2001;Multi Nation;74558115;"Terry Hayes
                                        ";22 ?ubat 2002;?ubat;winter;Albert Hughes;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0
734;872;Gone Girl;149;2014;ABD;369330363;Gillian Flynn;10 Ekim 2014;Ekim;autumn;David Fincher;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
736;875;Mr. Brooks;120;2007;ABD;48443734;"Bruce A. Evans
                                        ";1 Haziran 2007;Haziran;summer;Bruce A. Evans;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
737;876;Daybreakers;98;2009;Multi Nation;51416464;"Michael Spierig
                                        ";5 Mart 2010;Mart;spring;Michael Spierig;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
739;878;Wrath Of The Titans;99;2012;Multi Nation;301970083;"Steven Knight
                                        ";30 Mart 2012;Mart;spring;Jonathan Liebesman;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0
740;879;EuroTrip;93;2004;ABD;22605153;"Alec Berg
                                        ";20 ?ubat 2004;?ubat;winter;Jeff Schaffer;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
742;881;Dawn Of The Dead;101;2004;Multi Nation;102278712;"James Gunn
                                        ";9 Nisan 2004;Nisan;spring;Zack Snyder;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
744;883;The Longest Yard;113;2005;ABD;191466556;"Sheldon Turner
                                        ";12 A?ustos 2005;A?ustos;summer;Peter Segal;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
747;886;27 Dresses;111;2008;ABD;162655351;Aline Brosh McKenna;29 ?ubat 2008;?ubat;winter;Anne Fletcher;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
749;889;Killer Elite;116;2011;Multi Nation;57084522;"Ranulph Fiennes
                                        ";23 Eylül 2011;Eylül;autumn;Gary Mckendry;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
750;890;The Duchess;110;2008;Multi Nation;43343384;"Jeffrey Hatcher
                                        ";31 Ekim 2008;Ekim;autumn;Saul Dibb;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
751;891;Tropic Thunder;107;2008;Multi Nation;195702811;"Justin Theroux
                                        ";10 Ekim 2008;Ekim;autumn;Ben Stiller;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
752;892;Prometheus;124;2012;Multi Nation;403354469;"Damon Lindelof
                                        ";1 Haziran 2012;Haziran;summer;Ridley Scott;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
753;893;Matchstick Men;116;2003;ABD;65565672;"Ted Griffin
                                        ";28 Kas?m 2003;Kas?m;autumn;Ridley Scott;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
755;895;Scooby-Doo;88;2002;ABD;275650703;"William Hanna
                                        ";9 A?ustos 2002;A?ustos;summer;Raja Gosnell;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0
756;897;Daredevil;103;2003;ABD;179179718;Mark Steven Johnson;21 Mart 2003;Mart;spring;Mark Steven Johnson;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
757;898;Escape Plan;115;2013;ABD;137328301;"Miles Chapman
                                        ";10 Ocak 2014;Ocak;winter;Mikael Håfström;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
759;901;Scream 3;116;2000;ABD;161834276;"Ehren Kruger
                                        ";28 Nisan 2000;Nisan;spring;Wes Craven;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
761;903;Whiplash;107;2014;ABD;48982041;Damien Chazelle;16 Ocak 2015;Ocak;winter;Damien Chazelle;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
762;904;Buried;94;2010;Multi Nation;19439764;Chris Sparling;8 Ekim 2010;Ekim;autumn;Rodrigo Cortés;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
765;908;The Martian;151;2015;Multi Nation;630161890;Drew Goddard;2 Ekim 2015;Ekim;autumn;Ridley Scott;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
766;909;Freaky Friday;97;2003;ABD;160846332;Heather Hach;26 Mart 2004;Mart;spring;Mark Waters;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
767;910;9;79;2009;Multi Nation;48428063;"Pamela Pettler
                                        ";16 Nisan 2010;Nisan;spring;Shane Acker;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
768;911;Swordfish;99;2001;Multi Nation;147080413;Skip Woods;7 Eylül 2001;Eylül;autumn;Dominic Sena;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
769;914;300: Rise of an Empire;102;2014;ABD;337580051;"Zack Snyder
                                        ";7 Mart 2014;Mart;spring;Noam Murro;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
771;917;The Back-Up Plan;106;2010;ABD;77477008;Kate Angelo;16 Temmuz 2010;Temmuz;summer;Alan Poul;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
772;919;This Means War;98;2012;ABD;156491279;"Simon Kinberg
                                        ";2 Mart 2012;Mart;spring;McG;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
773;920;Invictus;134;2009;ABD;122233971;Anthony Peckham;26 ?ubat 2010;?ubat;winter;Clint Eastwood;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
775;922;Hannah Montana: The Movie;102;2009;ABD;155545279;Daniel Berendsen;15 May?s 2009;May?s;spring;Peter Chelsom;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
780;927;Meet the Parents;108;2000;ABD;330444045;"Greg Glienna
                                        ";29 Aral?k 2000;Aral?k;winter;Jay Roach;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
781;928;Guardians of the Galaxy;121;2014;ABD;772776600;"James Gunn
                                        ";1 A?ustos 2014;A?ustos;summer;James Gunn;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0
782;929;The Grudge 2;102;2006;ABD;70711175;"Takashi Shimizu
                                        ";20 Ekim 2006;Ekim;autumn;Takashi Shimizu;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0
783;930;John Wick;101;2014;ABD;86013056;Derek Kolstad;28 Kas?m 2014;Kas?m;autumn;David Leitch;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
784;931;Closer;104;2004;Multi Nation;115505027;Patrick Marber;4 Mart 2005;Mart;spring;Mike Nichols;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
785;933;Brokeback Mountain;134;2005;Multi Nation;178062759;"E. Annie Proulx
                                        ";24 Mart 2006;Mart;spring;Ang Lee;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
788;936;My Best Friend's Girl;101;2008;ABD;41624687;Jordan Cahan;22 May?s 2009;May?s;spring;Howard Deutch;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
789;937;Rings;102;2017;ABD;83080890;"Akiva Goldsman
                                        ";3 ?ubat 2017;?ubat;winter;F. Javier Gutiérrez;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
791;939;Gravity;91;2013;Multi Nation;723192705;"Alfonso Cuarón
                                        ";11 Ekim 2013;Ekim;autumn;Alfonso Cuarón;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0
793;941;Skyfall;143;2012;Multi Nation;1108561013;John Logan;2 Kas?m 2012;Kas?m;autumn;Sam Mendes;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
794;942;War Horse;146;2011;ABD;177584879;"Richard Curtis
                                        ";3 ?ubat 2012;?ubat;winter;Steven Spielberg;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
796;946;Captain America: Civil War;151;2016;ABD;1153296293;"Jack Kirby
                                        ";6 May?s 2016;May?s;spring;Anthony Russo;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0
797;947;The Rebound;95;2009;Multi Nation;21791288;Bart Freundlich;9 Nisan 2010;Nisan;spring;Bart Freundlich;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
798;949;Planet Of The Apes;121;2001;ABD;362211740;William Broyles Jr.;19 Ekim 2001;Ekim;autumn;Tim Burton;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
800;951;Date Night;88;2010;ABD;152263880;Josh Klausner;21 May?s 2010;May?s;spring;Shawn Levy;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
802;953;The Pink Panther;93;2006;ABD;164115897;"Len Blum
                                        ";24 Mart 2006;Mart;spring;Shawn Levy;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
803;955;Everybody's Fine;99;2009;ABD;1745470;"Giuseppe Tornatore
                                        ";5 ?ubat 2010;?ubat;winter;Kirk Jones;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
804;960;Sky High;100;2005;ABD;86369815;"Paul Hernandez
                                        ";9 Eylül 2005;Eylül;autumn;Mike Mitchell;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
805;961;Hellboy;122;2004;ABD;99318987;Guillermo del Toro;3 Eylül 2004;Eylül;autumn;Guillermo del Toro;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
808;964;Avengers: Infinity War;154;2018;ABD;2048359754;"Jack Kirby
                                        ";27 Nisan 2018;Nisan;spring;Joe Russo;0;3;4;0;0;0;0;1;0;0;0;0;0;0;0;0
809;965;The Expendables 3;126;2014;Multi Nation;214657577;Sylvester Stallone;15 A?ustos 2014;A?ustos;summer;Patrick Hughes;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
811;969;Bolt;96;2008;ABD;309979994;"Dan Fogelman
                                        ";26 Aral?k 2008;Aral?k;winter;Chris Williams;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
812;970;Cheaper By The Dozen;98;2003;ABD;190212113;Ernestine Gilbreth Carey;12 Mart 2004;Mart;spring;Shawn Levy;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
813;971;Rush;123;2013;Multi Nation;7241350;Peter Morgan;20 Eylül 2013;Eylül;autumn;Ron Howard;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
814;972;Horrible Bosses;98;2011;ABD;209838559;"John Francis Daley
                                        ";12 A?ustos 2011;A?ustos;summer;Seth Gordon;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
815;973;Freedom Writers;123;2007;Multi Nation;43095175;Richard LaGravenese;9 Mart 2007;Mart;spring;Richard LaGravenese;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
816;974;The Guardian;139;2006;ABD;17037887;Ron L. Brinkerhoff;27 Ekim 2006;Ekim;autumn;Andrew Davis;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
817;975;Fury;134;2014;Multi Nation;211817906;David Ayer;24 Ekim 2014;Ekim;autumn;David Ayer;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
820;978;Shaun Of The Dead;99;2004;Multi Nation;30076102;"Edgar Wright
                                        ";9 Nisan 2004;Nisan;spring;Edgar Wright;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
823;982;Catwoman;104;2004;ABD;82402379;"Michael Ferris
                                        ";10 Eylül 2004;Eylül;autumn;Pitof;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
825;986;Eat Pray Love;133;2010;ABD;204594016;"Ryan Murphy
                                        ";8 Ekim 2010;Ekim;autumn;Ryan Murphy;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
829;990;Nim's Island;96;2008;ABD;100104565;"Joseph Kwong
                                        ";18 Nisan 2008;Nisan;spring;Jennifer Flackett;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
830;992;Predators;107;2010;ABD;127233108;"Alex Litvak
                                        ";3 Eylül 2010;Eylül;autumn;Nimród Antal;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
